district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
OH15,2016,740854,50.6,49.4,5.5,5.6,6.7,7.1,7.0,13.4,13.4,14.2,6.8,6.0,8.3,4.5,1.5,38.6,78.2,73.8,17.8,14.3,50.1,49.9,44.9,55.1,89.2,4.0,0.2,2.4,0.0,0.1,2.0,307857
OH16,2016,724483,48.6,51.4,5.3,5.7,6.3,6.5,5.8,11.5,11.8,14.3,8.5,6.6,9.8,5.4,2.6,42.9,78.5,74.9,21.5,17.9,47.9,52.1,43.9,56.1,92.1,2.1,0.3,2.1,0.0,0.1,2.2,304943
OK01,2016,781067,48.8,51.2,7.2,7.3,6.8,6.4,6.7,14.2,12.8,12.8,6.6,5.7,7.7,3.9,1.8,36.0,74.6,70.9,16.6,13.5,47.9,52.1,42.8,57.2,65.6,8.4,5.1,2.3,0.1,0.1,10.7,340569
OK02,2016,749768,49.7,50.3,6.0,6.6,6.8,7.1,6.4,11.5,11.8,12.9,6.7,6.4,10.5,5.3,2.0,40.1,76.3,72.2,21.4,17.8,49.1,50.9,45.8,54.2,64.6,3.4,16.9,0.6,0.1,0.0,5.0,352474
OK03,2016,776896,50.3,49.7,6.6,7.2,6.5,7.1,8.1,12.9,11.7,12.8,6.5,5.7,8.4,4.8,1.8,36.2,75.7,70.8,18.3,14.9,49.8,50.2,44.5,55.5,74.6,4.0,5.8,1.5,0.2,0.1,9.2,334939
OK04,2016,773994,49.9,50.1,6.5,7.0,6.6,7.6,8.2,14.0,12.3,12.4,6.2,5.6,7.7,4.4,1.4,35.0,76.1,70.5,16.8,13.5,49.2,50.8,44.9,55.1,71.2,6.8,4.4,2.1,0.1,0.0,8.4,326343
OK05,2016,796326,48.9,51.1,7.7,7.3,6.6,6.2,7.1,15.3,12.7,12.4,6.6,5.2,7.4,3.9,1.6,34.8,74.6,70.9,15.9,12.9,48.3,51.7,43.2,56.8,58.9,13.3,3.9,3.1,0.1,0.0,15.3,345231
OR01,2016,805943,49.2,50.8,6.2,6.4,6.9,6.1,5.9,14.5,14.7,13.5,6.6,6.0,7.9,3.3,1.9,37.5,76.6,73.1,16.5,13.1,48.9,51.1,43.7,56.3,72.3,1.6,0.5,7.3,0.3,0.1,14.3,328332
OR02,2016,784114,49.6,50.4,5.8,6.2,6.4,5.9,6.0,11.9,12.0,12.2,7.0,7.6,11.1,5.5,2.5,41.7,77.9,74.5,23.5,19.1,49.2,50.8,46.8,53.2,80.1,0.4,1.6,1.0,0.1,0.1,13.6,356040
OR03,2016,806382,49.8,50.2,5.8,5.6,5.4,5.4,6.5,17.6,15.4,13.0,6.6,6.0,7.6,3.3,1.7,37.2,79.9,76.4,16.3,12.6,49.2,50.8,44.1,55.9,72.0,4.7,0.7,6.3,0.6,0.4,11.1,336887
OR04,2016,775615,49.5,50.5,4.8,5.3,5.6,6.7,8.5,11.8,10.9,12.3,7.2,7.8,11.4,5.2,2.6,42.0,80.9,75.7,23.8,19.2,49.1,50.9,46.8,53.2,84.9,0.8,1.2,2.3,0.2,0.1,7.2,347465
OR05,2016,798185,49.2,50.8,6.0,6.9,6.5,6.7,6.6,12.2,12.5,12.9,6.5,7.0,9.5,4.6,2.1,39.3,76.5,72.4,20.2,16.1,48.7,51.3,44.3,55.7,75.5,1.0,0.7,2.9,0.6,0.1,16.2,331887
PA01,2016,716072,48.6,51.4,7.3,6.0,6.3,6.0,7.0,19.0,13.0,12.7,6.0,5.3,6.5,3.4,1.6,34.1,76.9,73.1,14.5,11.5,47.8,52.2,39.7,60.3,39.8,35.2,0.2,6.6,0.1,0.2,16.4,305016
PA02,2016,716892,45.1,54.9,6.7,5.7,5.5,7.7,10.1,17.1,10.9,11.2,6.4,5.4,7.4,3.8,2.0,32.9,78.8,72.2,16.3,13.3,43.9,56.1,39.0,61.0,28.8,56.8,0.2,5.0,0.0,0.5,6.2,324153
PA03,2016,702323,49.2,50.8,5.3,5.5,6.2,6.8,6.5,11.3,11.5,14.6,7.8,6.8,9.5,5.6,2.7,42.6,79.1,74.8,21.6,17.8,48.6,51.4,43.3,56.7,90.4,4.5,0.1,1.0,0.1,0.1,2.1,318291
PA04,2016,719504,49.3,50.7,5.6,6.0,6.5,6.3,6.6,12.3,12.5,14.6,7.4,6.3,8.9,5.2,1.9,40.9,78.1,74.4,19.7,16.0,48.8,51.2,44.3,55.7,81.2,7.5,0.0,2.1,0.0,0.2,6.9,300921
PA05,2016,700531,50.9,49.1,4.9,5.0,5.5,7.7,9.0,11.7,11.1,13.6,7.4,6.7,9.6,5.2,2.5,40.9,81.2,74.3,21.2,17.3,50.8,49.2,45.2,54.8,92.4,2.3,0.2,1.6,0.0,0.1,2.0,340403
PA06,2016,716612,49.0,51.0,5.9,6.3,6.5,6.8,6.2,11.6,12.7,15.0,7.6,6.0,8.3,5.0,2.3,40.8,77.2,73.4,18.8,15.6,48.4,51.6,43.8,56.2,83.8,4.2,0.0,4.1,0.0,0.2,6.0,280285
PA07,2016,714577,48.4,51.6,5.7,5.9,6.7,6.8,6.0,11.3,11.4,15.3,7.5,6.4,8.8,5.2,2.7,41.8,77.6,73.7,20.5,16.8,47.9,52.1,42.7,57.3,85.0,5.5,0.1,4.6,0.0,0.1,3.3,271756
PA08,2016,713387,49.1,50.9,4.8,6.1,6.3,6.5,5.7,11.0,12.1,15.9,8.3,6.6,9.2,5.0,2.4,43.2,78.6,75.1,20.3,16.6,48.5,51.5,43.6,56.4,84.3,3.8,0.1,5.2,0.0,0.2,5.0,279237
PA09,2016,694973,49.3,50.7,5.2,5.6,5.9,6.5,6.8,10.8,11.7,13.9,7.6,7.0,10.3,5.8,3.0,43.0,79.7,75.3,23.0,19.1,48.9,51.1,44.3,55.7,93.0,2.8,0.2,0.5,0.1,0.1,2.1,319108
PA10,2016,696416,50.3,49.7,4.7,5.8,6.1,6.7,6.4,11.0,11.2,14.8,7.6,7.1,10.3,5.6,2.5,43.6,79.6,75.2,22.7,18.5,49.9,50.1,45.5,54.5,90.1,3.5,0.2,0.8,0.0,0.2,4.0,343734
PA11,2016,700342,49.6,50.4,5.2,5.4,6.0,6.5,6.3,11.8,12.2,14.2,7.7,6.9,10.0,5.3,2.6,42.4,80.0,75.6,21.8,18.0,49.0,51.0,43.9,56.1,86.5,4.9,0.1,1.5,0.0,0.1,5.6,322060
PA12,2016,704560,49.0,51.0,5.2,5.9,5.8,5.3,4.9,11.2,11.6,14.2,8.3,7.4,10.6,6.3,3.1,45.0,79.5,76.8,24.3,20.0,48.5,51.5,43.8,56.2,92.0,3.2,0.1,1.6,0.0,0.2,1.2,320084
PA13,2016,725185,48.7,51.3,6.1,5.8,6.7,5.7,6.2,14.7,12.8,14.0,6.7,6.1,8.0,4.8,2.4,38.6,77.7,74.3,18.8,15.2,47.9,52.1,42.0,58.0,59.6,17.0,0.2,9.5,0.0,0.3,11.5,289911
PA14,2016,701362,47.9,52.1,5.0,4.5,4.9,6.4,8.4,16.6,10.9,12.5,7.8,6.6,8.0,5.2,3.0,38.7,82.6,77.6,20.1,16.3,47.6,52.4,41.0,59.0,70.0,21.2,0.2,3.3,0.0,0.2,2.3,359588
PA15,2016,722560,48.6,51.4,5.5,6.0,6.3,6.8,7.0,12.1,12.1,14.0,7.1,6.8,8.9,4.9,2.6,40.7,78.3,73.9,20.1,16.5,48.2,51.8,43.7,56.3,76.3,4.0,0.1,2.3,0.0,0.3,15.3,290299
PA16,2016,722837,49.1,50.9,6.7,6.7,7.0,6.9,6.8,12.9,12.0,13.6,6.6,5.7,8.0,4.8,2.3,37.6,75.4,71.3,18.3,15.1,48.3,51.7,43.7,56.3,72.3,6.4,0.1,2.0,0.0,0.1,17.7,284556
PA17,2016,707062,49.2,50.8,5.2,5.9,5.8,6.6,6.5,11.6,12.1,14.6,7.1,6.5,9.8,5.3,3.0,42.5,79.3,75.0,22.1,18.2,48.5,51.5,41.7,58.3,82.6,5.4,0.2,2.0,0.0,0.1,8.1,322319
PA18,2016,712014,48.9,51.1,5.0,4.9,5.9,5.9,5.5,12.0,11.9,14.9,7.9,7.1,10.3,5.6,3.0,44.2,80.5,77.2,23.1,18.9,48.0,52.0,41.1,58.9,92.9,2.4,0.1,1.9,0.0,0.1,1.4,318991
RI01,2016,532145,48.8,51.2,5.7,5.8,5.9,7.0,7.6,13.7,12.3,14.0,6.8,6.1,7.9,4.7,2.6,38.2,78.8,73.8,18.9,15.1,47.8,52.2,41.7,58.3,69.0,6.8,0.5,2.9,0.1,0.9,17.3,229718
RI02,2016,523028,48.2,51.8,4.6,5.1,5.6,7.1,8.0,12.4,11.6,15.0,7.4,6.5,9.2,4.5,2.9,41.5,80.9,75.5,20.6,16.6,47.8,52.2,43.1,56.9,79.2,4.2,0.3,3.8,0.0,0.2,10.7,232912
SC01,2016,728626,48.6,51.4,6.0,6.5,5.9,6.0,6.0,14.6,13.0,13.3,6.2,6.2,10.3,4.3,1.7,38.7,78.1,74.5,19.9,16.3,47.9,52.1,46.1,53.9,70.7,18.2,0.2,2.0,0.0,0.2,6.5,335444
SC02,2016,686952,48.6,51.4,6.1,6.4,6.7,6.7,7.1,12.9,13.0,13.8,7.2,6.0,8.6,4.0,1.5,38.1,76.8,72.8,17.7,14.1,47.8,52.2,43.5,56.5,67.0,23.0,0.3,1.9,0.1,0.1,5.4,296386
SC03,2016,666489,49.1,50.9,5.6,6.6,5.9,7.0,7.2,11.5,12.1,13.3,6.7,6.7,10.5,4.9,1.9,40.3,78.1,73.1,21.5,17.3,48.7,51.3,44.5,55.5,74.7,18.1,0.2,0.7,0.0,0.1,4.3,300902
SC04,2016,703720,48.5,51.5,6.3,6.7,6.6,6.5,7.3,13.1,12.7,13.6,6.9,5.6,8.6,4.3,1.7,37.8,76.6,72.4,17.9,14.7,47.5,52.5,43.5,56.5,68.3,19.3,0.1,2.2,0.0,0.1,8.3,295072
SC05,2016,684083,48.9,51.1,5.9,6.4,6.8,6.6,6.7,11.3,13.5,14.1,6.8,6.3,9.6,4.3,1.5,39.9,76.8,72.8,19.1,15.4,48.0,52.0,43.7,56.3,65.5,26.8,0.3,1.0,0.0,0.1,3.8,294163
SC06,2016,673637,48.9,51.1,5.9,6.7,6.0,7.3,9.9,14.4,11.1,12.3,6.3,6.2,8.7,3.8,1.7,35.0,78.1,71.7,17.5,14.1,48.7,51.3,42.8,57.2,35.5,56.4,0.2,1.1,0.2,0.1,4.8,294791
SC07,2016,688975,48.1,51.9,5.6,5.9,6.3,6.3,6.2,11.7,11.8,13.3,6.6,7.8,11.6,4.9,1.8,41.9,78.5,74.7,23.1,18.4,47.1,52.9,45.3,54.7,64.0,29.0,0.6,0.9,0.0,0.1,3.9,371500
SD01,2016,853175,50.1,49.9,7.1,6.8,6.9,6.9,7.2,13.1,11.4,12.5,6.9,6.1,8.1,4.6,2.4,36.6,75.3,70.9,18.8,15.2,49.8,50.2,45.3,54.7,83.2,1.7,7.9,1.3,0.0,0.1,3.4,376347
TN01,2016,713317,48.9,51.1,5.0,5.5,6.1,6.4,5.9,11.4,12.5,14.2,7.1,7.1,11.3,5.7,1.8,43.1,79.8,75.7,23.2,18.8,48.2,51.8,45.1,54.9,91.8,2.1,0.2,0.6,0.0,0.0,3.5,347048
TN02,2016,726315,48.6,51.4,5.5,6.1,5.8,6.5,7.9,12.4,12.6,13.5,6.7,6.3,9.9,4.8,2.0,39.9,78.9,74.2,20.4,16.6,47.9,52.1,43.6,56.4,86.4,6.5,0.3,1.6,0.0,0.0,3.8,325031
TN03,2016,716365,48.8,51.2,5.5,6.1,6.0,6.1,6.3,12.1,12.7,14.1,7.1,7.1,9.9,5.2,1.9,41.4,78.9,74.8,21.2,17.0,48.1,51.9,43.9,56.1,82.4,11.0,0.2,1.2,0.0,0.0,3.5,323216
TN04,2016,747195,48.9,51.1,5.9,7.1,6.5,7.2,7.5,12.6,13.5,13.4,6.6,5.4,8.7,4.2,1.4,37.2,76.3,71.7,17.7,14.3,48.5,51.5,44.5,55.5,81.1,8.1,0.3,1.5,0.0,0.0,5.8,307659
TN05,2016,751222,48.1,51.9,6.9,6.0,5.9,5.8,7.4,18.3,13.7,12.8,6.3,5.4,6.7,3.3,1.4,34.8,78.1,73.7,14.1,11.4,47.5,52.5,41.3,58.7,60.7,24.8,0.3,2.9,0.0,0.3,9.1,326334
TN06,2016,733467,49.2,50.8,5.8,6.5,6.4,6.5,6.1,11.6,12.7,14.1,7.1,6.1,10.5,5.2,1.5,40.9,77.3,73.3,20.9,17.2,48.5,51.5,45.5,54.5,89.0,4.4,0.3,1.0,0.1,0.1,3.7,313797
TN07,2016,743173,49.7,50.3,6.5,7.0,7.3,6.8,6.7,12.2,13.4,14.0,6.4,5.8,8.5,4.1,1.4,37.9,74.9,71.3,17.2,13.9,49.2,50.8,45.2,54.8,80.8,10.3,0.2,1.7,0.0,0.1,4.9,312592
TN08,2016,710910,48.7,51.3,5.8,6.7,7.4,6.9,6.2,10.9,12.8,14.0,7.3,6.1,9.4,4.5,2.0,39.7,75.7,71.8,19.2,15.8,47.8,52.2,43.4,56.6,73.8,19.4,0.1,1.8,0.1,0.1,3.3,298101
TN09,2016,707388,47.4,52.6,7.8,6.6,6.6,7.0,8.6,15.8,12.4,12.7,6.4,5.5,6.3,3.0,1.4,33.6,74.9,70.3,13.9,10.7,46.3,53.7,39.4,60.6,24.0,65.6,0.1,1.8,0.1,0.2,6.6,315641
TX01,2016,712779,49.2,50.8,6.8,7.2,6.5,7.6,7.6,12.2,11.7,12.2,6.2,6.1,9.0,4.9,2.1,36.6,75.4,70.1,19.5,16.0,48.3,51.7,43.3,56.7,62.6,18.3,0.3,1.0,0.1,0.1,16.8,305038
TX02,2016,737492,50.2,49.8,7.2,6.7,6.1,6.2,6.5,17.3,13.6,14.2,6.5,5.7,6.4,2.6,1.0,35.0,76.0,72.7,13.2,10.0,50.3,49.7,46.0,54.0,50.7,9.3,0.2,6.8,0.2,0.2,30.7,288898
TX03,2016,792608,49.0,51.0,6.3,7.6,8.4,7.0,5.6,13.2,16.5,15.2,5.6,5.0,6.3,2.4,0.9,36.2,73.0,69.7,12.5,9.7,48.3,51.7,44.7,55.3,59.6,8.9,0.3,13.7,0.1,0.4,14.7,297549
TX04,2016,719372,49.5,50.5,6.1,7.1,7.0,7.5,5.7,11.4,12.7,13.7,6.8,6.0,9.3,5.0,1.8,39.3,75.5,70.8,19.5,16.1,48.6,51.4,44.4,55.6,72.4,10.1,0.5,0.8,0.1,0.0,13.6,302255
TX05,2016,734553,50.7,49.3,7.3,7.7,7.4,7.0,6.1,13.7,13.3,13.1,6.2,5.4,7.6,4.1,1.2,35.6,73.5,69.8,15.7,12.8,50.3,49.7,44.4,55.6,52.2,15.6,0.3,2.5,0.0,0.1,27.6,286691
TX06,2016,737480,48.4,51.6,6.4,7.4,8.2,7.8,7.5,13.0,14.0,13.8,6.6,5.0,6.4,3.0,1.0,34.7,73.0,68.8,13.1,10.4,47.2,52.8,43.6,56.4,51.4,19.2,0.2,4.2,0.1,0.1,22.6,276650
TX07,2016,770950,49.0,51.0,6.9,7.1,7.7,6.1,6.9,16.0,15.5,12.4,6.7,4.9,5.5,2.8,1.4,34.5,74.1,70.9,12.5,9.6,49.0,51.0,44.6,55.4,43.2,12.7,0.1,10.7,0.0,0.2,31.4,319976
TX08,2016,767431,50.4,49.6,6.1,7.1,7.9,7.2,7.0,12.3,13.9,13.9,6.3,5.8,7.7,3.6,1.3,36.6,74.7,70.7,16.0,12.7,50.8,49.2,46.8,53.2,66.1,7.9,0.1,2.9,0.1,0.1,20.9,295237
TX09,2016,772152,49.0,51.0,8.1,7.3,7.2,6.4,8.7,17.1,13.7,12.2,6.0,4.5,5.7,2.2,0.9,32.2,73.6,69.4,11.4,8.8,47.8,52.2,42.1,57.9,10.5,37.6,0.1,12.3,0.1,0.2,37.7,287117
TX10,2016,771009,49.8,50.2,7.4,7.5,7.2,7.0,5.4,13.9,14.6,13.9,5.9,5.5,7.2,2.9,1.5,36.0,73.6,69.9,14.5,11.5,49.2,50.8,42.9,57.1,55.5,9.6,0.1,5.1,0.0,0.2,27.8,305006
TX11,2016,741069,50.5,49.5,7.0,7.0,6.7,6.5,7.7,14.1,11.5,11.9,6.3,6.0,8.4,5.0,1.9,35.8,75.4,71.0,18.6,15.3,50.0,50.0,44.9,55.1,56.6,3.5,0.3,1.0,0.0,0.0,37.5,325575
TX12,2016,750952,48.9,51.1,7.3,7.3,6.6,6.5,7.0,15.2,13.0,13.3,6.3,5.0,7.3,3.7,1.4,35.1,74.9,70.9,15.2,12.4,48.3,51.7,43.2,56.8,62.5,8.8,0.3,3.5,0.1,0.2,22.6,298938
TX13,2016,707803,51.4,48.6,6.8,7.4,6.7,6.6,7.5,13.6,12.1,12.7,6.6,5.7,7.9,4.5,1.8,36.0,74.9,70.8,17.6,14.2,50.9,49.1,44.5,55.5,64.1,5.2,0.5,1.9,0.1,0.2,26.4,303657
TX14,2016,724881,50.4,49.6,6.5,6.9,6.9,6.7,6.9,13.6,12.8,13.9,7.0,5.9,7.7,3.9,1.5,36.9,75.8,71.5,16.4,13.1,50.2,49.8,45.2,54.8,51.6,19.7,0.2,3.1,0.0,0.1,23.8,309903
TX15,2016,764850,49.4,50.6,8.9,8.9,8.9,8.4,7.7,13.6,13.4,11.2,4.7,3.7,6.2,3.2,1.2,30.3,68.0,63.0,12.7,10.6,48.8,51.2,45.3,54.7,15.3,1.7,0.2,1.0,0.0,0.0,81.4,249713
TX16,2016,735246,49.3,50.7,8.2,6.9,8.1,7.7,8.7,14.5,12.8,11.7,5.7,4.4,6.1,4.0,1.3,32.1,72.3,67.3,14.0,11.4,48.6,51.4,41.7,58.3,14.7,3.8,0.2,1.2,0.0,0.0,79.2,258285
TX17,2016,740151,49.6,50.4,6.5,6.7,6.2,8.4,11.6,14.6,12.6,11.7,5.5,4.8,6.5,3.5,1.2,32.3,76.7,69.4,13.9,11.3,48.8,51.2,44.3,55.7,55.8,13.0,0.2,4.5,0.0,0.1,24.6,310017
TX18,2016,750812,50.3,49.7,7.6,7.9,7.4,7.6,7.5,17.5,14.3,11.9,5.3,4.3,5.3,2.5,1.0,31.8,72.7,68.0,11.1,8.8,49.6,50.4,41.4,58.6,15.5,38.7,0.2,3.3,0.0,0.3,41.2,292735
TX19,2016,719594,50.8,49.2,6.9,6.9,7.3,7.9,9.8,14.4,11.1,11.7,5.8,5.0,7.2,4.3,1.7,32.9,74.9,69.0,16.0,13.2,50.6,49.4,44.4,55.6,55.3,5.7,0.4,1.3,0.0,0.1,35.6,296216
TX20,2016,762801,49.1,50.9,7.6,7.2,7.3,7.5,8.8,17.0,13.0,11.7,5.1,4.6,5.8,3.1,1.3,31.5,73.6,68.5,12.9,10.3,48.9,51.1,41.3,58.7,21.4,5.0,0.1,3.3,0.0,0.1,68.8,270784
TX21,2016,766190,50.1,49.9,5.3,5.8,5.5,6.8,7.7,15.3,12.8,12.9,6.5,6.3,8.9,4.6,1.7,37.8,79.6,74.9,19.0,15.2,49.4,50.6,46.0,54.0,61.8,3.1,0.1,3.1,0.0,0.1,30.1,341995
TX22,2016,814594,49.5,50.5,7.1,8.4,8.0,7.2,5.7,12.8,15.9,14.2,6.4,4.6,6.1,2.7,0.9,35.5,71.6,67.9,12.2,9.7,48.7,51.3,44.9,55.1,42.7,13.3,0.2,17.7,0.1,0.1,24.5,277521
TX23,2016,743201,50.1,49.9,7.8,8.2,8.1,7.9,7.3,13.1,12.9,12.3,5.5,4.6,7.5,3.6,1.3,32.8,71.0,66.5,15.0,12.3,50.1,49.9,45.8,54.2,26.6,3.0,0.5,1.2,0.0,0.0,67.7,261100
TX24,2016,759022,49.1,50.9,6.9,6.6,7.0,5.2,5.7,17.6,14.6,15.1,6.1,4.9,6.2,2.9,1.0,35.6,76.2,73.6,12.7,10.1,48.3,51.7,43.2,56.8,49.7,10.7,0.2,12.2,0.4,0.1,24.2,322952
TX25,2016,748022,48.9,51.1,6.6,7.1,6.9,6.7,7.1,14.5,13.4,12.9,6.3,5.9,7.6,3.5,1.4,35.8,75.6,71.1,16.0,12.5,48.5,51.5,45.4,54.6,68.6,6.9,0.4,2.9,0.1,0.1,18.3,302058
TX26,2016,783257,49.4,50.6,7.0,7.8,8.0,7.3,6.4,13.8,15.7,14.8,6.2,3.9,6.1,2.5,0.6,34.8,72.6,68.5,11.3,9.1,48.7,51.3,45.0,55.0,67.0,6.3,0.2,5.6,0.0,0.3,17.8,279494
TX27,2016,726394,49.5,50.5,6.7,7.5,6.8,6.7,6.9,13.9,12.2,12.4,6.4,6.3,8.3,4.3,1.7,36.3,74.9,70.8,18.0,14.3,49.2,50.8,45.0,55.0,40.3,5.2,0.2,1.5,0.0,0.0,51.5,309361
TX28,2016,725977,48.5,51.5,8.9,8.5,8.6,8.3,7.5,13.0,13.0,11.7,5.4,4.4,6.2,3.2,1.3,31.5,69.2,64.0,13.4,10.7,47.6,52.4,43.0,57.0,17.3,3.8,0.1,0.9,0.0,0.1,76.9,238252
TX29,2016,749098,50.3,49.7,9.5,8.6,8.2,7.1,8.3,16.0,14.2,11.4,5.4,3.6,4.8,2.3,0.7,30.4,69.4,64.9,9.6,7.7,49.9,50.1,45.9,54.1,10.0,11.1,0.3,1.2,0.0,0.1,77.0,246164
TX30,2016,744247,48.0,52.0,7.6,8.0,8.2,7.4,7.1,14.6,14.1,13.0,5.7,5.0,5.5,2.7,1.0,33.0,71.7,67.2,12.0,9.2,46.5,53.5,41.7,58.3,14.8,42.5,0.2,1.9,0.1,0.1,39.0,274649
TX31,2016,776518,49.8,50.2,7.1,7.7,7.7,6.9,6.8,14.8,15.1,12.9,5.0,4.9,6.7,3.0,1.4,34.4,73.1,69.2,13.9,11.0,49.1,50.9,44.3,55.7,57.7,10.8,0.3,4.6,0.3,0.1,23.8,296027
TX32,2016,747437,49.4,50.6,6.3,6.7,6.4,6.3,7.5,15.0,14.4,13.9,6.6,5.0,6.9,3.4,1.5,36.4,76.5,72.9,14.7,11.8,49.3,50.7,43.2,56.8,51.7,12.0,0.2,7.6,0.0,0.1,25.8,312995
TX33,2016,742701,50.4,49.6,9.1,9.4,8.2,7.7,7.9,16.2,13.8,11.5,4.9,3.8,4.5,2.2,0.9,29.8,68.6,63.8,9.9,7.6,50.8,49.2,43.7,56.3,16.3,16.7,0.1,2.3,0.1,0.0,63.2,246860
TX34,2016,717582,49.7,50.3,8.1,8.3,8.4,8.1,7.7,12.3,12.4,11.5,5.5,4.4,7.2,4.3,1.8,32.5,70.3,65.2,15.7,13.2,48.9,51.1,44.3,55.7,14.2,1.1,0.1,0.5,0.0,0.1,83.8,256405
TX35,2016,767436,49.8,50.2,7.6,7.8,6.7,7.7,8.9,17.0,14.1,11.7,5.6,4.2,5.1,2.7,1.0,31.4,73.6,68.7,11.4,8.7,49.5,50.5,43.7,56.3,26.1,9.9,0.2,1.3,0.0,0.2,60.9,280250
TX36,2016,731297,50.2,49.8,6.1,7.2,7.5,7.5,6.2,12.9,12.9,13.4,6.2,6.6,8.4,3.7,1.3,36.7,74.4,70.5,17.1,13.4,49.8,50.2,46.2,53.8,62.5,9.0,0.3,1.9,0.0,0.3,24.2,300437
UT01,2016,727828,50.6,49.4,8.2,9.1,9.2,7.8,7.8,14.4,12.9,10.8,5.3,4.5,5.8,3.0,1.1,30.6,68.7,64.4,12.5,10.0,49.8,50.2,46.5,53.5,81.8,1.0,1.0,1.7,0.3,0.3,12.0,269093
UT02,2016,729552,50.9,49.1,7.9,8.1,8.0,7.5,8.2,15.6,12.9,10.3,5.3,4.5,6.9,3.5,1.3,31.6,71.3,67.0,14.4,11.7,50.6,49.4,46.6,53.4,76.0,1.1,1.0,2.4,1.3,0.1,16.1,275514
UT03,2016,721048,50.1,49.9,8.5,8.8,8.6,8.4,11.1,13.3,12.3,10.0,4.9,4.6,5.5,3.0,1.0,28.4,69.4,64.1,12.2,9.5,49.6,50.4,46.5,53.5,83.0,0.7,1.6,1.9,0.7,0.1,9.8,233515
UT04,2016,764474,49.6,50.4,9.3,9.4,8.8,7.2,6.6,15.9,14.5,10.7,4.4,4.2,5.3,2.7,1.0,30.7,67.6,64.1,11.6,9.0,48.8,51.2,44.0,56.0,76.1,1.5,0.5,2.8,1.2,0.2,15.9,244471
VT01,2016,626562,49.2,50.8,4.9,5.4,5.3,6.9,7.4,11.6,11.5,14.4,8.3,7.1,10.0,4.9,2.1,42.8,80.6,75.9,21.0,17.0,48.6,51.4,45.9,54.1,93.2,0.9,0.4,1.6,0.1,0.2,1.7,325774
VA01,2016,770044,49.3,50.7,6.3,6.5,7.3,7.2,7.0,11.9,13.2,14.8,6.8,5.4,8.2,3.8,1.7,37.9,75.3,71.4,17.0,13.8,49.1,50.9,46.0,54.0,66.6,16.4,0.3,3.6,0.0,0.2,9.3,304779
VA02,2016,732346,49.9,50.1,6.4,6.0,5.6,6.7,8.4,16.5,12.5,13.3,6.3,5.5,7.4,3.7,1.6,35.2,78.5,73.5,15.9,12.8,49.4,50.6,42.5,57.5,62.6,20.9,0.3,4.9,0.0,0.3,7.5,308304
VA03,2016,753380,48.1,51.9,6.9,6.5,5.6,6.4,10.4,17.2,11.4,12.2,6.2,5.3,6.7,3.5,1.7,32.9,77.9,72.5,14.9,11.9,47.4,52.6,41.0,59.0,31.6,56.6,0.4,2.1,0.1,0.4,6.1,322684
VA04,2016,746976,49.8,50.2,5.8,6.8,7.0,6.9,6.4,13.0,13.2,14.8,6.8,6.1,8.3,3.3,1.6,38.3,76.5,72.2,16.5,13.1,49.0,51.0,43.8,56.2,57.9,31.2,0.2,2.4,0.1,0.3,5.4,290795
VA05,2016,733330,48.6,51.4,4.8,5.5,6.0,6.9,6.8,11.3,11.5,14.0,7.3,7.2,10.7,5.7,2.1,42.8,79.8,75.3,22.9,18.6,47.9,52.1,44.1,55.9,72.6,20.0,0.2,1.6,0.0,0.1,3.6,346726
VA06,2016,746357,48.6,51.4,5.5,5.2,6.0,7.9,8.4,12.0,11.2,13.3,7.0,6.4,9.6,5.2,2.3,39.8,79.9,73.3,20.7,17.1,48.1,51.9,42.9,57.1,80.5,10.8,0.1,1.9,0.0,0.1,4.8,330414
VA07,2016,769995,48.2,51.8,5.6,6.3,7.0,7.0,5.2,12.7,13.5,14.7,6.9,6.3,8.8,4.3,1.7,40.0,76.7,73.1,18.4,14.8,47.6,52.4,43.3,56.7,71.6,14.6,0.1,4.9,0.0,0.3,5.9,310783
VA08,2016,774065,49.2,50.8,7.3,6.0,4.8,4.3,5.8,21.0,16.1,13.6,6.1,4.7,6.3,2.7,1.4,35.4,79.2,76.7,13.2,10.4,48.9,51.1,43.6,56.4,51.8,13.4,0.1,12.1,0.1,0.3,19.1,333194
VA09,2016,715465,49.8,50.2,4.5,5.2,5.4,7.4,8.2,11.4,11.7,13.7,6.9,7.0,10.7,5.6,2.3,42.0,81.2,75.5,22.6,18.6,49.3,50.7,44.3,55.7,89.7,5.7,0.3,1.1,0.0,0.1,2.0,342477
