district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
VA10,2016,802127,49.8,50.2,7.0,8.0,7.8,6.7,5.2,11.8,15.1,15.9,6.2,5.4,7.1,2.7,1.2,37.6,72.7,69.7,14.1,11.0,49.4,50.6,46.4,53.6,63.2,6.6,0.2,13.5,0.1,0.4,12.6,277560
VA11,2016,782204,49.4,50.6,6.8,6.9,6.3,6.5,6.6,15.1,15.4,14.3,6.4,5.3,6.3,2.9,1.2,36.1,76.2,72.5,13.5,10.3,48.8,51.2,44.4,55.6,47.0,12.4,0.1,17.4,0.1,0.2,19.0,278869
WA01,2016,713399,49.7,50.3,6.3,7.1,6.8,6.2,5.5,14.1,14.2,14.3,6.9,6.3,7.7,3.0,1.4,37.8,75.6,72.5,15.8,12.2,49.6,50.4,46.3,53.7,76.1,1.1,0.8,9.2,0.3,0.1,8.8,284841
WA02,2016,708323,49.9,50.1,5.9,5.8,6.0,6.1,8.0,13.7,12.8,13.5,7.0,6.2,9.0,4.0,2.1,38.3,78.8,74.6,18.6,15.0,49.4,50.6,45.3,54.7,71.4,2.7,1.3,8.7,0.6,0.1,10.8,307937
WA03,2016,697884,49.8,50.2,6.0,6.8,6.8,6.6,5.9,11.9,13.0,13.4,7.1,6.4,9.8,4.5,1.7,39.6,76.2,72.6,19.8,16.0,49.3,50.7,46.1,53.9,80.9,1.3,0.6,2.9,0.6,0.4,9.0,291304
WA04,2016,704219,50.5,49.5,8.1,7.9,8.4,7.2,7.3,12.7,12.2,12.0,5.7,5.6,7.8,3.6,1.5,33.6,71.1,67.1,16.3,12.9,50.1,49.9,46.8,53.2,55.0,1.0,2.3,1.5,0.1,0.1,38.1,260944
WA05,2016,690518,49.7,50.3,5.9,6.3,6.1,7.4,8.4,13.3,11.3,12.6,7.2,6.3,9.1,4.2,2.1,37.4,78.2,72.4,19.0,15.4,49.4,50.6,45.8,54.2,84.4,1.5,1.6,2.3,0.3,0.1,6.2,299216
WA06,2016,676910,50.6,49.4,5.2,5.6,5.8,5.7,6.7,12.8,11.3,13.6,8.2,7.0,11.0,4.8,2.3,42.1,79.9,76.1,22.1,18.0,50.1,49.9,46.5,53.5,77.1,3.5,1.6,4.1,0.6,0.2,7.7,315203
WA07,2016,732733,50.7,49.3,5.4,4.4,4.0,4.4,7.9,20.3,15.4,13.1,5.9,6.3,7.5,3.3,2.0,37.2,84.2,80.5,16.3,12.8,50.3,49.7,43.1,56.9,71.7,4.1,0.5,10.3,0.6,0.2,7.6,349848
WA08,2016,711629,49.4,50.6,6.9,7.7,7.3,6.6,5.8,12.5,13.4,15.0,7.4,5.7,7.1,3.3,1.4,37.4,74.0,70.4,15.0,11.9,49.4,50.6,46.1,53.9,73.1,3.1,0.8,8.0,0.5,0.0,10.3,280491
WA09,2016,711466,50.1,49.9,6.2,6.0,5.3,6.1,6.8,16.8,14.3,13.6,6.4,5.3,7.2,3.9,2.0,37.0,78.6,75.3,16.5,13.1,49.7,50.3,43.9,56.1,46.1,10.3,0.6,23.9,1.2,0.1,12.1,287342
WA10,2016,714449,49.5,50.5,7.0,6.6,6.3,6.1,8.1,15.0,12.8,12.6,6.3,5.9,7.9,3.6,1.8,35.8,76.4,72.5,16.8,13.4,49.0,51.0,43.5,56.5,67.5,5.7,1.5,6.5,1.4,0.2,11.0,286167
WV01,2016,616232,49.7,50.3,5.3,5.5,5.4,6.6,8.0,12.4,11.9,13.3,7.3,7.0,10.0,5.3,2.2,41.3,80.5,75.4,21.5,17.5,49.1,50.9,44.2,55.8,93.7,2.6,0.1,0.9,0.0,0.1,1.3,289575
WV02,2016,628276,49.4,50.6,5.6,6.4,6.1,6.1,5.8,11.5,12.7,14.2,7.6,6.8,10.1,5.2,1.9,42.1,78.1,74.4,21.3,17.3,49.0,51.0,45.5,54.5,90.9,4.4,0.1,0.6,0.0,0.1,1.7,295466
WV03,2016,605818,49.2,50.8,5.8,5.3,6.2,5.7,6.1,11.7,12.3,13.2,7.5,7.4,10.7,5.6,2.2,42.5,79.3,75.6,23.1,18.5,48.7,51.3,44.5,55.5,93.2,3.9,0.3,0.4,0.0,0.0,0.9,299533
WI01,2016,712072,49.0,51.0,5.6,6.5,6.8,6.6,6.1,12.0,12.6,15.1,7.6,6.3,8.3,4.2,2.2,40.3,76.9,73.2,18.3,14.7,48.9,51.1,45.0,55.0,81.1,5.5,0.3,1.8,0.0,0.0,9.5,302906
WI02,2016,740988,49.7,50.3,5.9,6.3,6.0,6.4,8.8,14.5,12.8,13.3,6.6,6.2,7.6,3.6,2.0,36.5,78.2,73.3,16.7,13.2,49.3,50.7,45.0,55.0,82.9,4.3,0.2,4.0,0.0,0.0,6.3,323122
WI03,2016,718518,50.3,49.7,5.6,5.9,6.3,7.6,9.2,11.7,10.9,13.5,6.9,6.4,8.8,4.9,2.3,38.3,78.6,72.5,19.7,16.1,49.8,50.2,45.4,54.6,92.4,1.0,0.5,2.3,0.1,0.0,2.4,321123
WI04,2016,717657,48.4,51.6,7.7,7.2,6.5,7.2,8.5,16.0,12.7,12.2,5.7,5.3,5.9,3.1,1.9,32.8,74.6,69.8,13.8,10.9,47.3,52.7,41.2,58.8,43.3,33.8,0.5,3.7,0.0,0.1,16.3,311611
WI05,2016,722537,49.2,50.8,5.6,6.3,6.5,6.5,5.8,12.3,12.2,14.7,7.5,6.5,8.6,5.3,2.4,40.9,77.6,74.0,19.9,16.3,48.5,51.5,42.7,57.3,88.0,1.8,0.3,2.7,0.0,0.0,5.8,307379
WI06,2016,712031,50.5,49.5,5.5,5.7,6.6,6.2,6.4,11.9,11.8,14.8,7.8,6.7,9.0,5.2,2.5,41.9,78.4,74.8,20.5,16.7,50.2,49.8,44.4,55.6,90.0,1.6,0.4,2.4,0.0,0.1,4.4,322862
WI07,2016,711006,50.3,49.7,5.4,6.1,6.3,6.0,5.2,10.9,11.4,14.8,8.1,7.2,10.3,5.7,2.5,43.9,78.2,75.3,22.8,18.5,50.2,49.8,46.8,53.2,92.1,0.6,1.9,1.6,0.0,0.0,2.1,416006
WI08,2016,722755,49.8,50.2,5.8,6.4,6.8,6.5,5.9,12.2,12.0,15.1,7.3,6.5,8.7,4.6,2.1,40.0,76.8,73.4,19.4,15.4,49.5,50.5,45.3,54.7,87.7,1.2,2.3,2.2,0.0,0.1,4.9,343333
WY01,2016,584153,50.9,49.1,6.5,7.0,6.2,6.4,7.3,14.3,12.2,12.4,7.1,6.9,8.4,4.0,1.4,36.6,76.4,72.3,17.7,13.8,50.8,49.2,46.7,53.3,84.0,1.0,2.3,0.9,0.1,0.0,9.8,268205
