district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
MA08,2018,762640,48.1,51.9,5.7,5.2,5.3,5.8,5.6,15.8,13.3,13.6,7.0,6.5,9.1,4.7,2.4,39.8,80.4,76.8,19.9,16.2,47.7,52.3,43.5,56.5,71.3,10.0,0.2,8.5,0.0,2.6,5.5,323528
MA09,2018,747923,48.9,51.1,4.7,4.8,5.7,6.1,5.9,10.9,10.6,14.2,7.7,7.6,12.4,6.3,3.1,46.1,81.0,77.6,26.1,21.8,48.1,51.9,43.1,56.9,86.1,3.1,0.2,1.2,0.0,1.9,5.6,412477
MI01,2018,698974,50.7,49.3,4.7,4.9,5.4,6.3,6.0,10.4,10.4,12.7,8.0,8.6,13.2,6.6,2.9,46.6,81.4,77.4,27.8,22.7,50.7,49.3,48.0,52.0,90.9,1.5,2.2,0.6,0.0,0.0,1.9,450186
MI02,2018,737365,49.0,51.0,6.3,6.5,6.7,7.0,7.0,13.1,11.6,12.5,6.9,6.3,9.2,4.8,2.0,37.6,76.6,72.0,19.7,16.0,48.6,51.4,45.3,54.7,78.8,6.4,0.5,2.2,0.0,0.1,9.3,323146
MI03,2018,743830,50.4,49.6,6.4,6.8,6.5,7.0,6.9,13.8,12.6,12.8,6.6,6.4,8.4,4.0,1.9,37.1,76.0,72.0,18.1,14.2,49.8,50.2,45.0,55.0,78.7,8.1,0.2,2.1,0.0,0.1,8.0,300068
MI04,2018,702994,50.1,49.9,5.1,5.6,6.1,7.2,7.5,11.2,10.9,13.0,7.4,7.3,10.9,5.5,2.3,41.6,79.3,73.8,23.0,18.7,49.7,50.3,46.0,54.0,91.4,1.9,0.6,1.0,0.0,0.0,3.2,350440
MI05,2018,677788,48.6,51.4,5.7,5.5,6.5,6.2,6.1,12.3,11.3,13.3,7.6,7.1,10.5,5.4,2.4,41.8,78.2,74.7,22.4,18.3,47.7,52.3,43.8,56.2,73.9,16.9,0.4,0.9,0.0,0.2,4.9,331572
MI06,2018,718436,49.4,50.6,6.1,6.1,6.4,6.7,7.9,12.1,11.5,12.6,7.2,6.7,9.9,4.8,1.9,38.7,77.4,73.1,20.3,16.6,48.9,51.1,45.1,54.9,80.4,7.8,0.4,1.6,0.1,0.2,6.3,331060
MI07,2018,701645,50.1,49.9,5.4,5.6,6.4,6.7,5.9,11.8,11.4,13.9,7.8,7.3,10.5,5.2,2.1,42.3,78.4,74.8,22.0,17.8,49.8,50.2,45.5,54.5,87.5,4.1,0.4,1.0,0.0,0.2,4.7,306537
MI08,2018,736333,49.3,50.7,5.4,6.1,6.1,7.9,8.7,11.9,11.7,13.8,7.1,6.3,9.4,4.1,1.6,38.4,78.2,72.6,18.5,15.0,48.7,51.3,45.8,54.2,81.5,5.5,0.2,4.4,0.0,0.2,5.2,301687
MI09,2018,720890,49.1,50.9,5.5,5.1,5.9,5.4,6.4,15.0,12.1,14.0,7.3,6.6,9.5,4.9,2.4,40.3,80.1,77.1,20.6,16.8,48.5,51.5,42.7,57.3,75.9,14.2,0.3,4.7,0.1,0.4,2.5,323359
MI10,2018,717703,49.1,50.9,5.1,5.5,6.6,6.5,5.5,11.2,11.7,14.6,7.8,7.3,10.7,5.2,2.1,43.0,78.4,75.3,22.0,18.0,48.8,51.2,45.5,54.5,90.1,2.7,0.2,1.7,0.0,0.1,3.3,312743
MI11,2018,727901,49.1,50.9,5.2,5.4,6.7,6.6,5.7,11.8,12.5,14.9,8.0,7.0,9.5,4.8,1.9,42.0,78.4,75.2,20.0,16.2,48.2,51.8,43.7,56.3,78.7,5.5,0.3,10.4,0.0,0.1,3.0,304194
MI12,2018,708060,49.0,51.0,5.6,5.9,5.9,7.8,9.4,14.0,11.8,13.3,6.2,6.1,8.6,3.5,1.7,35.9,78.9,73.0,17.4,13.8,48.7,51.3,43.5,56.5,74.4,10.4,0.2,5.5,0.0,0.2,6.2,297944
MI13,2018,674157,47.7,52.3,7.1,6.4,6.4,6.3,7.5,14.7,11.5,12.8,6.4,6.1,8.7,4.2,2.0,36.4,76.4,72.5,18.4,14.8,46.9,53.1,41.7,58.3,33.8,53.6,0.3,1.6,0.0,0.2,8.4,331681
MI14,2018,696235,47.8,52.2,6.8,6.1,6.7,6.0,6.9,14.4,11.6,12.3,6.8,6.9,8.7,4.4,2.3,37.4,76.5,73.1,19.5,15.5,46.6,53.4,40.8,59.2,31.3,56.3,0.2,5.1,0.0,0.1,4.0,330657
MN01,2018,675755,49.9,50.1,6.1,6.5,6.5,6.7,7.3,12.3,11.9,12.0,6.8,6.7,9.2,5.2,2.7,38.3,76.9,72.5,21.1,17.1,49.7,50.3,45.3,54.7,85.8,3.1,0.2,2.7,0.0,0.0,6.3,292250
MN02,2018,705074,49.8,50.2,6.3,6.8,7.7,7.0,5.5,12.8,13.4,14.2,7.2,6.1,7.9,3.8,1.5,37.5,74.9,71.2,16.7,13.2,48.9,51.1,44.5,55.5,80.6,5.1,0.3,4.9,0.0,0.1,6.3,272142
MN03,2018,714299,48.7,51.3,6.7,6.5,6.3,5.9,4.3,12.7,13.3,13.8,8.0,7.0,9.2,4.2,2.0,40.4,76.3,73.8,19.3,15.5,48.1,51.9,44.6,55.4,77.9,8.2,0.2,7.1,0.0,0.2,3.7,290315
MN04,2018,714075,48.7,51.3,6.8,6.4,6.4,6.5,6.8,15.5,12.5,12.1,6.7,6.0,8.4,4.2,1.8,36.0,76.5,72.6,18.0,14.3,48.3,51.7,44.2,55.8,66.4,10.6,0.4,13.0,0.0,0.1,6.8,284463
MN05,2018,721389,50.2,49.8,6.3,6.0,5.6,5.6,8.1,20.9,13.7,11.3,5.8,4.9,6.9,3.3,1.7,33.8,79.3,75.0,14.8,11.9,50.0,50.0,43.1,56.9,62.3,16.6,0.9,6.7,0.0,0.1,9.9,314890
MN06,2018,716009,50.4,49.6,6.5,7.3,7.3,7.3,6.7,12.1,13.3,13.9,7.1,5.8,7.7,3.7,1.3,37.0,74.6,70.2,16.1,12.7,50.2,49.8,45.5,54.5,88.0,3.9,0.4,2.3,0.0,0.1,3.1,273331
MN07,2018,662695,50.5,49.5,6.3,6.5,6.7,6.7,5.7,11.2,11.1,11.8,7.2,7.3,10.3,5.8,3.3,40.8,76.6,72.4,23.7,19.4,50.2,49.8,46.3,53.7,88.4,1.7,2.9,0.8,0.1,0.1,4.3,332597
MN08,2018,667310,50.8,49.2,5.6,5.8,6.3,6.2,6.2,10.9,11.3,12.5,7.9,7.6,11.5,5.7,2.6,42.8,78.8,74.6,24.5,19.8,50.4,49.6,47.3,52.7,91.6,1.1,2.4,0.8,0.0,0.0,1.8,377738
MS01,2018,764896,48.6,51.4,5.9,6.3,7.2,8.0,6.8,11.9,13.0,12.6,6.7,5.8,9.5,4.7,1.6,38.1,76.3,70.9,19.1,15.8,47.7,52.3,42.9,57.1,66.7,27.4,0.1,0.7,0.0,0.2,3.2,333581
MS02,2018,701238,47.9,52.1,6.2,6.9,7.6,7.7,7.3,11.8,12.7,12.2,6.5,6.2,9.0,4.2,1.6,36.7,75.0,69.7,18.5,14.8,46.9,53.1,42.2,57.8,29.8,67.1,0.3,0.4,0.0,0.0,1.7,312799
MS03,2018,749247,48.5,51.5,5.8,6.6,7.0,7.2,7.3,11.9,12.9,12.3,7.0,6.1,9.5,4.7,1.8,37.5,76.5,72.1,20.0,15.9,47.4,52.6,42.8,57.2,59.1,35.6,1.1,1.0,0.0,0.0,2.2,334747
MS04,2018,768719,48.9,51.1,6.5,6.2,7.0,7.3,6.6,12.9,12.1,12.7,6.1,6.8,9.4,4.8,1.6,37.4,76.3,71.6,19.6,15.8,48.2,51.8,44.7,55.3,68.4,23.9,0.2,1.4,0.1,0.1,4.2,342627
MO01,2018,729026,47.1,52.9,6.5,5.9,6.0,6.2,7.4,16.5,12.5,12.0,7.0,6.6,7.7,3.7,2.1,36.0,78.1,74.1,17.2,13.4,45.9,54.1,40.3,59.7,40.5,49.3,0.3,3.5,0.0,0.4,3.6,370733
MO02,2018,764043,48.7,51.3,5.4,5.5,6.3,6.0,5.1,12.3,11.7,13.6,7.6,7.2,11.0,5.2,3.0,42.8,78.8,75.8,23.4,19.2,48.0,52.0,43.4,56.6,86.2,4.0,0.1,4.4,0.0,0.4,3.0,323290
MO03,2018,792954,50.0,50.0,6.1,6.4,7.2,6.7,5.9,12.6,12.6,13.3,7.2,6.5,9.4,4.7,1.6,38.9,76.2,72.6,19.3,15.6,49.5,50.5,45.2,54.8,90.9,3.3,0.2,1.2,0.0,0.1,2.1,345426
MO04,2018,769533,50.0,50.0,6.2,6.3,6.3,7.6,8.5,12.7,11.1,12.0,6.7,6.0,9.7,5.2,1.7,36.9,77.4,71.5,20.0,16.6,49.3,50.7,45.1,54.9,86.6,4.4,0.5,1.5,0.3,0.1,3.9,353033
MO05,2018,770628,48.9,51.1,6.7,6.5,6.3,6.0,6.2,15.4,12.4,12.3,6.7,6.3,8.7,4.5,1.8,36.9,76.7,73.2,18.7,15.0,48.1,51.9,42.9,57.1,63.8,21.4,0.3,1.9,0.3,0.4,9.2,362781
MO06,2018,773740,48.9,51.1,6.0,6.4,7.0,7.0,6.6,12.2,12.4,13.0,6.6,6.4,9.3,5.1,2.0,38.6,76.5,72.2,20.1,16.4,48.5,51.5,45.1,54.9,86.9,4.2,0.3,1.7,0.2,0.1,4.1,335344
MO07,2018,777380,49.0,51.0,6.3,5.9,6.8,6.8,7.7,12.9,11.4,12.3,6.3,6.4,9.9,5.3,2.1,37.9,77.1,72.2,20.8,17.2,48.4,51.6,44.3,55.7,87.8,1.8,0.9,1.3,0.3,0.0,5.3,358546
MO08,2018,736228,50.4,49.6,5.8,6.2,6.4,6.8,5.9,12.0,11.3,12.6,7.8,6.4,10.7,6.2,1.9,40.9,77.6,73.5,22.5,18.7,49.8,50.2,45.8,54.2,90.6,4.5,0.3,0.8,0.0,0.1,2.2,343292
MT01,2018,1050493,50.1,49.9,5.8,6.1,6.2,6.2,6.7,12.6,11.9,11.7,6.9,7.6,10.9,5.2,2.0,40.0,78.1,74.2,22.4,18.1,50.0,50.0,48.2,51.8,86.3,0.4,5.9,0.7,0.1,0.1,3.7,510408
NE01,2018,648060,50.2,49.8,6.8,6.7,6.6,7.1,8.8,13.3,12.0,11.4,6.4,6.0,8.7,4.4,1.9,35.6,76.1,71.1,18.5,15.0,50.1,49.9,45.0,55.0,81.8,2.7,1.0,2.8,0.1,0.1,9.3,275347
NE02,2018,668800,49.5,50.5,7.5,6.9,7.5,6.7,6.2,15.3,13.6,12.2,6.4,5.3,7.6,3.4,1.5,34.9,73.8,70.3,15.5,12.4,48.9,51.1,44.0,56.0,72.1,9.3,0.3,3.7,0.0,0.1,11.6,273651
NE03,2018,603216,50.1,49.9,6.3,6.8,7.2,6.3,5.8,11.7,11.2,11.5,6.9,7.2,10.1,5.9,3.1,39.9,76.1,72.0,23.2,19.1,49.5,50.5,45.6,54.4,83.8,1.2,0.7,0.6,0.0,0.1,12.0,288542
NV01,2018,720730,50.8,49.2,5.8,5.9,6.4,5.9,7.4,16.5,13.1,14.3,6.2,5.5,7.9,3.9,1.2,36.5,78.1,74.3,16.0,13.0,50.9,49.1,47.3,52.7,28.7,11.5,0.8,8.3,0.9,0.3,46.3,306905
NV02,2018,720704,50.9,49.1,5.8,6.1,6.1,6.0,6.2,13.9,12.1,12.9,7.5,6.3,10.7,4.7,1.6,39.7,78.3,74.9,20.6,16.9,50.8,49.2,48.4,51.6,65.8,1.8,2.2,3.9,0.5,0.4,23.0,313435
NV03,2018,803545,48.9,51.1,5.7,6.6,5.8,5.8,5.2,14.3,14.4,13.2,6.1,6.0,10.3,4.8,1.6,39.3,78.2,75.0,20.5,16.7,48.5,51.5,45.7,54.3,56.2,7.5,0.1,14.4,0.8,0.5,16.8,343067
NV04,2018,753060,50.4,49.6,7.2,7.2,7.1,6.5,6.0,13.6,13.5,12.5,6.3,5.5,9.3,4.0,1.1,36.7,74.2,70.9,17.7,14.4,49.6,50.4,48.3,51.7,43.9,14.5,0.8,6.2,0.5,0.3,30.5,286326
NH01,2018,673194,49.6,50.4,4.8,5.0,5.9,6.3,6.9,13.2,11.4,14.7,8.1,7.1,10.3,4.4,2.0,42.0,80.7,76.5,21.1,16.7,48.9,51.1,44.9,55.1,90.9,1.4,0.1,2.4,0.0,0.0,3.5,322515
NH02,2018,669601,49.5,50.5,4.6,5.2,5.7,6.6,6.3,11.2,11.2,14.5,8.8,7.3,11.0,5.0,2.5,44.3,80.8,76.5,22.6,18.5,49.3,50.7,46.4,53.6,89.8,1.3,0.1,2.9,0.0,0.1,4.1,312174
NJ01,2018,729675,48.5,51.5,5.7,5.9,6.7,6.5,6.2,13.2,12.8,13.8,6.9,6.5,9.0,4.9,1.8,39.4,77.7,74.0,19.1,15.7,47.7,52.3,42.4,57.6,61.8,16.1,0.1,5.5,0.1,0.3,14.1,296082
NJ02,2018,713380,48.9,51.1,5.4,6.2,5.9,6.3,6.1,11.7,11.8,13.6,7.3,7.5,10.6,5.5,2.2,42.2,78.7,74.8,22.5,18.3,48.5,51.5,44.1,55.9,64.9,12.2,0.3,4.0,0.0,0.1,16.5,386133
NJ03,2018,746035,48.8,51.2,4.9,5.5,6.2,6.0,6.1,11.5,11.5,14.4,7.7,7.0,10.7,6.1,2.4,43.5,79.5,76.2,23.3,19.2,48.3,51.7,43.4,56.6,74.6,10.9,0.0,3.5,0.0,0.2,8.4,321620
NJ04,2018,756825,48.1,51.9,6.9,6.6,6.4,6.2,6.0,11.5,10.7,13.8,7.5,6.6,9.5,5.7,2.8,40.7,76.2,73.0,21.7,17.9,47.5,52.5,42.4,57.6,76.4,6.4,0.0,4.7,0.0,0.1,10.8,299044
NJ05,2018,746385,48.3,51.7,5.2,5.9,7.0,6.8,5.8,9.8,12.7,15.7,7.3,7.1,9.2,5.0,2.6,42.6,77.7,74.1,20.9,16.7,47.8,52.2,43.4,56.6,66.9,4.6,0.1,11.7,0.0,0.2,15.2,280817
NJ06,2018,742483,49.1,50.9,5.7,6.1,6.0,6.7,7.4,14.0,13.3,13.3,7.3,6.4,8.5,3.6,1.8,37.7,78.5,73.8,17.5,13.9,48.9,51.1,44.0,56.0,46.1,9.2,0.2,20.0,0.0,0.4,22.5,274334
NJ07,2018,754222,49.2,50.8,5.0,5.5,7.5,6.8,5.6,9.8,12.3,16.0,8.4,6.9,9.1,4.7,2.3,43.1,77.5,74.1,19.8,16.1,48.0,52.0,42.7,57.3,70.5,4.7,0.0,10.7,0.0,0.4,12.0,284775
NJ08,2018,777484,49.9,50.1,7.0,5.9,5.6,5.2,6.5,19.8,16.1,12.5,5.4,5.4,6.1,3.2,1.2,35.0,78.5,75.1,13.4,10.5,49.4,50.6,44.0,56.0,25.8,7.8,0.1,9.0,0.0,1.2,54.5,307029
NJ09,2018,769504,48.9,51.1,6.4,5.7,6.1,6.2,6.6,14.7,13.2,13.6,7.1,5.7,8.3,4.4,2.0,37.8,78.1,74.5,17.9,14.7,48.2,51.8,43.0,57.0,38.1,9.2,0.1,13.1,0.1,0.3,37.9,284452
NJ10,2018,781893,47.8,52.2,6.5,6.3,6.6,6.7,6.9,15.7,13.7,13.4,6.2,5.4,7.3,3.8,1.4,35.9,76.6,72.3,15.7,12.6,47.4,52.6,39.4,60.6,18.1,50.5,0.1,7.6,0.0,1.2,21.1,308394
NJ11,2018,729569,48.9,51.1,5.1,5.6,6.0,6.4,6.0,10.4,12.7,15.5,7.9,6.6,9.8,5.2,2.9,43.3,79.4,75.7,21.5,17.9,48.1,51.9,43.3,56.7,72.6,3.3,0.1,10.7,0.0,0.2,11.4,281738
NJ12,2018,758189,49.5,50.5,5.5,5.8,6.7,7.0,6.2,12.3,13.6,14.8,6.3,6.0,9.0,4.6,2.3,39.5,78.1,73.7,19.1,15.8,48.6,51.4,42.7,57.3,46.3,16.6,0.1,16.7,0.0,0.2,18.5,291473
NM01,2018,696688,48.8,51.2,5.6,5.5,6.7,6.3,6.4,14.2,12.9,12.4,7.1,6.7,10.0,4.7,1.6,38.6,78.4,74.8,19.9,16.2,48.3,51.7,44.2,55.8,39.9,2.4,3.7,2.1,0.0,0.1,49.9,305319
NM02,2018,694692,50.8,49.2,6.5,7.2,7.3,7.7,7.7,12.8,11.2,10.5,6.3,6.2,9.5,5.1,2.0,35.6,74.9,69.8,20.4,16.6,50.3,49.7,46.8,53.2,36.1,1.8,4.6,0.6,0.0,0.1,55.3,314781
NM03,2018,696690,49.0,51.0,6.1,6.7,6.7,7.0,6.6,12.3,11.9,11.6,6.9,6.7,11.0,4.7,1.9,38.4,76.3,72.1,21.5,17.5,48.8,51.2,45.2,54.8,36.2,1.3,18.0,1.3,0.1,0.2,41.1,317876
NY01,2018,718652,49.9,50.1,4.9,5.3,5.8,7.0,6.9,11.1,11.3,15.6,7.7,6.7,10.1,5.3,2.4,42.7,79.9,75.6,21.5,17.7,49.4,50.6,43.7,56.3,74.8,4.7,0.2,3.8,0.0,0.5,14.8,310760
NY02,2018,721373,48.3,51.7,5.6,5.8,6.8,6.4,6.7,13.6,12.7,14.6,7.0,6.3,8.4,4.1,2.0,39.2,77.8,74.2,17.9,14.5,48.1,51.9,42.6,57.4,59.8,9.5,0.1,3.5,0.0,0.6,25.0,238090
NY03,2018,725627,48.8,51.2,5.2,6.3,6.2,5.9,5.0,9.3,11.5,14.6,8.0,7.5,10.8,5.6,4.0,45.4,78.2,75.5,24.3,20.4,47.3,52.7,44.3,55.7,66.7,3.8,0.1,16.4,0.1,0.5,10.6,271032
NY04,2018,728807,48.4,51.6,5.7,5.7,5.9,6.6,7.1,12.3,12.0,14.0,7.0,7.2,9.0,5.0,2.5,40.6,78.8,74.6,20.2,16.5,48.0,52.0,42.6,57.4,55.6,14.0,0.2,7.0,0.0,0.5,21.3,249426
NY05,2018,798555,47.4,52.6,6.7,6.0,5.8,6.2,6.9,14.9,12.2,14.0,7.3,6.2,8.4,3.8,1.7,37.5,77.8,73.7,17.3,13.8,46.7,53.3,41.3,58.7,10.5,46.6,0.3,15.1,0.0,4.9,19.5,245249
NY06,2018,761797,48.2,51.8,6.2,5.1,4.7,4.6,5.4,16.2,12.4,14.1,7.2,6.6,9.3,5.6,2.6,40.9,81.1,78.3,21.1,17.5,47.4,52.6,42.6,57.4,33.1,3.3,0.3,40.5,0.0,0.6,20.4,297028
NY07,2018,755717,49.3,50.7,7.2,6.1,6.0,5.1,7.0,21.2,14.8,11.9,4.9,4.6,6.2,3.6,1.4,33.5,77.4,74.5,13.6,11.2,48.5,51.5,40.1,59.9,29.6,8.0,0.2,19.3,0.0,0.5,40.5,275116
NY08,2018,793532,46.1,53.9,7.3,5.6,5.8,5.5,6.7,17.2,13.6,12.3,6.1,5.8,8.0,4.4,1.6,36.1,78.0,74.6,17.4,14.0,44.3,55.7,39.6,60.4,24.2,49.4,0.1,5.1,0.0,0.5,19.1,319825
NY09,2018,750170,45.8,54.2,6.8,5.5,6.1,5.4,6.3,17.5,13.7,12.2,5.8,6.0,8.6,4.7,1.6,36.8,78.2,75.2,18.2,14.9,44.8,55.2,40.6,59.4,33.6,45.2,0.1,8.0,0.0,0.5,10.3,311525
NY10,2018,733275,48.2,51.8,6.7,4.9,5.2,4.8,6.1,19.3,14.1,11.2,6.1,5.7,9.3,4.3,2.3,37.0,80.5,77.2,19.4,16.0,47.8,52.2,42.9,57.1,61.8,4.0,0.1,18.7,0.0,0.4,12.8,354737
NY11,2018,755204,48.2,51.8,6.1,5.9,6.4,5.8,6.1,13.6,12.7,13.9,6.5,7.1,9.2,4.6,2.2,40.0,77.7,74.7,20.1,15.9,47.3,52.7,42.4,57.6,58.5,7.4,0.1,15.2,0.0,0.2,16.7,287104
NY12,2018,714279,48.5,51.5,4.3,3.1,2.8,3.8,7.2,27.4,15.3,11.4,5.3,4.4,8.3,4.7,2.0,35.7,88.2,85.1,17.3,15.0,48.1,51.9,42.1,57.9,63.8,4.5,0.1,14.1,0.0,0.5,14.7,435137
NY13,2018,802800,46.9,53.1,6.3,5.8,5.5,5.0,7.1,20.6,13.7,12.7,5.6,5.2,6.9,3.7,2.1,34.9,79.4,76.5,15.4,12.7,46.3,53.7,39.6,60.4,14.3,23.3,0.3,5.1,0.0,0.4,54.8,323596
NY14,2018,691813,50.1,49.9,5.6,5.1,5.5,4.7,5.9,16.7,16.0,14.3,6.1,5.6,7.9,4.5,2.0,38.8,80.7,77.9,17.9,14.4,49.7,50.3,41.3,58.7,23.7,9.2,0.0,17.5,0.0,0.6,47.7,258689
NY15,2018,781143,47.6,52.4,7.9,7.5,7.2,7.5,8.6,16.4,13.0,12.5,5.2,4.5,5.7,2.9,1.2,31.4,72.8,67.9,12.3,9.8,46.4,53.6,36.9,63.1,2.5,27.8,0.2,1.7,0.0,0.6,66.6,271697
NY16,2018,742552,46.7,53.3,5.1,5.7,6.7,6.2,6.8,12.5,13.1,14.1,6.4,6.2,9.5,4.7,2.9,40.5,78.6,74.8,20.9,17.2,45.5,54.5,42.0,58.0,35.8,31.2,0.1,5.2,0.1,0.7,25.2,286622
NY17,2018,746412,49.2,50.8,6.7,6.6,7.0,7.3,6.6,11.3,12.0,13.6,6.9,6.3,8.4,4.8,2.5,38.8,75.3,71.1,19.5,15.8,48.3,51.7,41.6,58.4,59.0,9.7,0.1,5.9,0.0,0.3,23.0,263610
NY18,2018,730114,49.9,50.1,5.5,5.7,7.1,7.4,7.1,11.6,11.8,14.7,7.3,6.5,8.8,4.3,2.1,39.5,77.4,72.7,18.9,15.2,49.4,50.6,44.5,55.5,67.9,8.5,0.2,3.2,0.0,0.7,17.2,279743
NY19,2018,700975,50.1,49.9,4.6,5.0,5.4,7.0,6.3,10.9,10.9,14.3,8.0,7.9,11.7,5.7,2.3,44.9,81.3,76.8,24.1,19.7,49.7,50.3,46.2,53.8,83.8,4.3,0.1,1.8,0.0,0.1,7.7,367150
NY20,2018,732130,48.7,51.3,4.9,5.5,5.6,7.5,8.4,12.7,12.0,13.4,6.5,6.7,9.6,4.8,2.3,39.3,80.4,74.5,20.7,16.8,48.1,51.9,42.9,57.1,75.7,9.1,0.1,5.3,0.0,0.4,6.5,334054
NY21,2018,705669,51.3,48.7,5.5,5.9,5.6,6.7,7.0,12.8,11.5,13.5,7.5,6.9,10.2,5.1,1.9,40.6,79.5,74.9,21.2,17.2,51.5,48.5,46.3,53.7,89.9,3.2,0.7,0.9,0.1,0.1,3.5,379942
NY22,2018,696819,49.7,50.3,5.3,5.6,5.7,7.2,7.7,11.6,10.3,13.5,8.0,6.6,10.2,5.5,2.7,41.1,79.8,74.2,22.2,18.5,49.4,50.6,44.9,55.1,87.3,4.0,0.2,3.0,0.0,0.0,3.9,325695
NY23,2018,702026,49.8,50.2,5.1,5.1,6.0,7.8,8.1,11.7,10.9,12.6,7.4,7.2,10.5,5.1,2.6,40.5,80.1,74.0,22.1,18.2,49.6,50.4,45.5,54.5,87.8,2.7,0.4,2.7,0.0,0.1,4.1,344474
NY24,2018,707889,48.8,51.2,5.4,6.1,5.9,7.3,6.9,12.7,11.1,13.5,7.5,6.9,9.6,4.8,2.4,40.0,78.7,73.6,20.5,16.7,48.2,51.8,44.0,56.0,81.3,8.2,0.2,3.0,0.0,0.1,4.5,319387
NY25,2018,719033,48.1,51.9,5.4,5.7,5.9,6.9,6.9,14.0,11.5,13.1,7.0,6.8,9.6,5.0,2.3,38.9,79.3,74.8,20.5,16.9,47.5,52.5,42.9,57.1,69.4,14.8,0.1,4.0,0.0,0.2,9.1,318019
NY26,2018,714521,48.2,51.8,5.7,5.7,5.4,6.7,7.0,16.0,10.9,12.2,7.4,6.5,9.3,4.6,2.7,38.2,79.7,74.8,20.2,16.5,47.4,52.6,42.0,58.0,68.4,17.6,0.4,4.5,0.0,0.1,6.5,345481
NY27,2018,718515,49.6,50.4,5.1,5.4,6.0,6.4,5.9,11.1,11.0,14.7,8.2,7.4,10.7,5.7,2.5,44.2,79.5,76.0,22.9,18.8,49.1,50.9,44.8,55.2,91.7,2.6,0.7,0.7,0.0,0.1,2.8,314433
NC01,2018,759049,47.5,52.5,5.8,6.0,5.8,6.8,7.8,14.0,11.5,12.9,6.7,6.4,9.8,4.5,2.0,38.0,78.9,73.8,20.0,16.3,46.7,53.3,42.2,57.8,43.2,43.3,0.7,2.2,0.0,0.5,8.1,348032
NC02,2018,835806,48.4,51.6,6.5,6.8,7.9,6.8,5.1,12.1,13.7,14.5,6.4,6.3,9.0,3.6,1.3,38.7,74.4,70.9,17.6,14.0,48.0,52.0,44.3,55.7,65.9,19.3,0.5,1.6,0.1,0.7,9.6,326486
NC03,2018,755647,51.2,48.8,6.4,5.8,6.3,6.7,9.2,13.2,11.5,11.6,6.2,6.4,10.0,4.9,1.8,37.0,77.9,72.8,20.6,16.7,50.6,49.4,44.9,55.1,66.6,20.4,0.2,1.6,0.0,0.1,8.2,384575
NC04,2018,856104,48.9,51.1,5.8,6.1,6.2,7.2,8.2,16.7,14.5,13.6,5.6,5.3,6.6,3.1,1.1,34.9,78.3,73.1,13.6,10.8,47.9,52.1,42.3,57.7,55.3,21.9,0.2,9.2,0.0,0.4,10.8,359141
NC05,2018,758376,48.2,51.8,5.3,6.1,5.9,7.0,7.0,11.6,12.2,13.4,7.5,6.2,10.3,5.3,2.0,40.8,78.8,74.0,21.6,17.7,47.5,52.5,43.3,56.7,72.2,14.2,0.3,1.8,0.1,0.1,9.8,365931
NC06,2018,768546,48.4,51.6,5.9,6.1,6.6,6.7,5.7,11.5,12.2,14.1,7.4,6.5,10.3,5.1,1.9,41.1,77.3,73.5,21.2,17.3,47.8,52.2,43.6,56.4,65.0,20.1,0.4,2.1,0.0,0.2,10.7,337512
NC07,2018,800096,48.3,51.7,5.3,5.8,6.3,6.3,6.6,11.7,12.0,13.3,7.1,6.7,11.9,5.2,1.9,41.7,78.8,74.7,22.8,18.9,47.6,52.4,44.4,55.6,67.7,18.5,0.7,0.8,0.1,0.1,9.8,395372
NC08,2018,789484,49.6,50.4,6.4,6.5,6.7,7.2,7.3,14.1,12.3,13.0,6.2,5.6,8.8,4.3,1.6,36.2,76.0,71.6,17.9,14.7,49.0,51.0,43.7,56.3,59.4,23.1,1.0,2.5,0.2,0.2,10.5,344073
NC09,2018,788020,48.9,51.1,6.1,6.5,7.4,7.3,5.8,11.8,13.2,14.2,7.2,5.8,9.1,4.2,1.4,39.1,75.3,71.3,18.2,14.7,48.2,51.8,43.6,56.4,60.5,18.0,7.5,3.0,0.1,0.1,8.6,311920
NC10,2018,760410,48.0,52.0,5.3,5.3,6.4,6.7,6.2,12.0,12.0,14.3,7.0,6.6,10.9,4.9,2.4,41.9,78.8,75.1,22.2,18.2,47.5,52.5,43.3,56.7,76.9,11.9,0.2,1.8,0.1,0.2,6.6,345300
NC11,2018,759358,49.2,50.8,4.6,5.3,5.7,6.1,5.1,10.7,11.7,13.6,7.1,7.6,13.2,6.4,2.7,45.5,80.9,77.2,26.4,22.3,48.2,51.8,45.2,54.8,86.4,3.4,1.6,1.1,0.1,0.1,5.9,402673
