district,election_year,total_pop,male_pop_percent,female_pop_percent,under_5_percent,5_to_9_percent,10_to_14_percent,15_to_19_percent,20_to_24_percent,25_to_34_percent,35_to_44_percent,45_to_54_percent,55_to_59_percent,60_to_64_percent,65_to_74_percent,75_to_84_percent,over_85_percent,median_age,18_and_over_percent,21_and_over_percent,62_and_over_percent,65_and_over_percent,18_and_over_male_percent,18_and_over_female_percent,65_and_over_male_percent,65_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units
FL11,2014,715956,49.1,50.9,4.0,4.5,4.9,5.2,4.6,8.8,9.5,11.6,7.2,7.6,18.3,10.3,3.5,52.3,83.4,80.4,37.1,32.1,48.3,51.7,47.4,52.6,79.0,8.8,0.3,1.1,0.0,0.1,9.7,362904
FL12,2014,719044,48.8,51.2,5.0,6.0,6.1,5.6,5.1,10.5,12.6,14.5,7.5,6.3,11.5,6.4,2.9,44.5,79.4,76.3,24.6,20.8,47.8,52.2,44.9,55.1,78.4,4.1,0.3,2.4,0.0,0.2,13.0,339767
FL13,2014,699288,47.9,52.1,4.6,4.2,5.1,4.8,5.1,11.3,11.2,15.1,7.8,7.2,12.0,8.0,3.4,48.0,83.2,80.3,27.9,23.5,47.3,52.7,43.6,56.4,78.8,5.8,0.2,3.5,0.0,0.2,9.0,386949
FL14,2014,733381,48.1,51.9,6.5,6.6,5.6,6.0,7.6,16.6,13.4,13.6,6.3,5.4,6.9,4.0,1.6,35.6,77.6,73.7,15.6,12.5,47.6,52.4,42.1,57.9,41.6,24.5,0.2,3.0,0.0,0.5,28.2,335940
FL15,2014,718325,49.0,51.0,5.9,6.4,6.9,7.3,7.3,12.9,12.4,14.3,6.7,5.9,8.5,4.0,1.6,37.9,76.4,71.7,17.5,14.1,48.2,51.8,45.6,54.4,62.4,13.2,0.3,3.6,0.0,0.2,18.6,291017
FL16,2014,727073,47.9,52.1,4.4,4.7,5.1,5.2,4.9,8.8,9.8,12.7,6.9,7.7,15.3,9.9,4.4,50.5,82.5,79.2,34.3,29.6,47.3,52.7,45.9,54.1,78.5,6.7,0.2,1.7,0.0,0.2,11.6,402062
FL17,2014,721297,50.3,49.7,5.5,5.1,6.0,5.7,5.5,9.5,11.0,11.7,6.5,7.2,13.6,9.0,3.7,46.7,79.8,76.5,30.7,26.3,49.4,50.6,47.8,52.2,69.4,9.2,0.2,1.4,0.0,0.2,18.3,357048
FL18,2014,705469,48.7,51.3,4.8,5.3,5.5,5.4,4.9,10.8,11.2,14.1,7.6,6.3,12.5,8.2,3.3,46.5,80.8,78.0,27.5,24.0,48.4,51.6,44.8,55.2,69.2,12.8,0.1,1.9,0.0,0.2,14.5,359631
FL19,2014,738554,48.6,51.4,4.5,5.0,5.2,5.0,5.0,10.2,10.1,12.5,6.8,6.9,16.0,9.0,3.8,49.1,82.3,79.2,33.0,28.8,48.3,51.7,47.5,52.5,72.2,7.4,0.2,1.2,0.0,0.2,17.7,447911
FL20,2014,728883,48.2,51.8,6.8,6.6,6.2,7.1,7.3,13.6,13.1,14.0,6.5,4.9,7.3,4.1,2.5,36.8,76.0,71.8,16.7,13.9,47.5,52.5,42.9,57.1,24.2,52.1,0.1,1.6,0.0,0.2,20.3,292673
FL21,2014,738875,47.0,53.0,5.8,6.3,5.8,6.1,5.5,10.2,12.8,13.1,6.3,5.5,10.4,7.9,4.1,43.1,78.3,74.7,25.8,22.3,46.3,53.7,43.4,56.6,58.5,12.5,0.1,3.8,0.0,0.6,22.8,328145
FL22,2014,734319,50.6,49.4,4.3,4.8,4.6,4.8,5.7,13.0,12.5,15.1,7.5,6.4,10.7,6.8,3.9,45.2,83.6,80.6,25.3,21.4,50.0,50.0,46.3,53.7,62.1,11.6,0.2,2.6,0.0,0.3,21.9,405408
FL23,2014,719732,49.1,50.9,5.7,5.5,5.7,5.8,5.6,13.7,13.4,16.2,7.1,5.6,8.1,5.5,2.3,41.4,79.3,76.6,19.2,15.8,48.4,51.6,43.2,56.8,46.9,9.8,0.2,3.3,0.1,0.9,37.3,381682
FL24,2014,725282,48.2,51.8,6.5,6.3,6.5,6.5,7.9,15.4,14.0,13.6,6.5,4.9,6.8,3.7,1.4,35.6,76.9,72.6,14.8,11.9,47.8,52.2,39.9,60.1,11.5,52.0,0.1,2.1,0.0,0.5,33.2,279159
FL25,2014,740305,48.9,51.1,5.5,5.4,6.4,6.4,7.5,13.0,14.1,15.4,5.7,5.1,8.6,5.3,1.7,39.5,78.7,74.8,18.3,15.5,48.5,51.5,43.3,56.7,18.5,7.0,0.1,1.8,0.0,0.3,72.1,261732
FL26,2014,741247,48.7,51.3,5.5,5.5,5.9,6.3,7.3,12.9,13.3,15.8,6.8,5.9,8.3,4.6,1.9,40.3,79.8,75.4,18.4,14.8,47.7,52.3,41.3,58.7,20.0,9.5,0.1,2.2,0.0,0.2,67.1,257527
FL27,2014,719632,49.3,50.7,6.0,5.7,5.6,6.0,6.1,13.7,14.7,14.5,6.1,5.3,8.3,5.3,2.8,39.9,79.2,75.5,19.2,16.4,48.3,51.7,43.0,57.0,16.5,5.9,0.1,1.3,0.0,0.1,75.4,273792
GA01,2014,721388,48.6,51.4,7.1,6.6,7.1,6.9,8.2,14.5,12.6,12.7,6.1,5.5,7.9,3.4,1.4,34.7,75.3,70.7,15.9,12.7,48.3,51.7,43.4,56.6,59.8,29.7,0.3,1.5,0.0,0.1,6.3,311470
GA02,2014,696006,49.4,50.6,6.6,6.5,7.4,7.4,8.3,13.5,12.2,12.7,6.3,5.8,7.8,4.1,1.6,35.3,75.6,70.0,16.8,13.4,48.8,51.2,41.2,58.8,40.8,51.1,0.1,1.2,0.0,0.2,5.1,297396
GA03,2014,713143,48.3,51.7,6.0,7.6,7.3,7.7,6.5,12.3,13.2,14.5,6.6,5.2,7.9,3.9,1.3,37.2,74.6,70.2,16.4,13.1,47.3,52.7,43.5,56.5,66.4,23.7,0.2,1.9,0.0,0.4,5.4,284940
GA04,2014,721682,47.3,52.7,6.9,6.8,7.2,7.6,6.7,13.7,14.3,14.6,6.7,5.8,6.2,2.5,1.0,35.7,74.6,70.2,13.0,9.7,45.9,54.1,40.9,59.1,25.3,58.0,0.2,5.3,0.0,0.5,8.7,279831
GA05,2014,719920,49.1,50.9,7.0,6.1,5.3,7.0,10.0,18.0,15.0,12.2,4.9,4.5,6.0,2.8,1.1,33.2,78.4,72.5,12.5,9.9,48.2,51.8,41.0,59.0,28.9,57.3,0.2,3.9,0.0,0.2,7.7,344729
GA06,2014,726129,49.3,50.7,7.0,6.8,6.7,5.9,5.2,14.2,15.7,15.4,6.5,5.6,6.4,3.3,1.3,37.8,75.6,72.4,14.2,10.9,48.5,51.5,44.9,55.1,60.7,14.2,0.3,9.7,0.0,0.3,12.4,293838
GA07,2014,735051,49.2,50.8,6.8,8.6,8.2,7.2,6.2,12.8,16.1,15.2,5.9,4.3,5.6,2.3,0.9,35.1,71.6,67.9,11.2,8.7,49.0,51.0,43.9,56.1,48.3,17.8,0.2,12.2,0.0,0.4,19.2,255904
GA08,2014,696584,49.2,50.8,6.7,6.5,7.2,7.0,7.9,13.4,12.4,13.2,6.7,5.4,8.0,4.2,1.5,36.2,75.5,70.9,16.8,13.6,48.2,51.8,43.3,56.7,60.7,29.8,0.1,1.5,0.0,0.3,6.1,293912
GA09,2014,711655,50.0,50.0,6.2,6.4,7.0,7.0,6.4,11.2,12.8,13.5,6.5,6.5,10.1,4.9,1.4,39.9,76.2,72.1,20.1,16.4,48.9,51.1,45.9,54.1,78.0,7.1,0.2,1.2,0.0,0.3,12.3,319267
GA10,2014,699534,48.8,51.2,5.5,7.1,7.2,8.1,8.6,11.3,13.9,13.4,6.1,5.7,8.3,3.4,1.3,36.7,75.9,70.2,16.5,13.1,48.1,51.9,43.2,56.8,65.9,24.8,0.2,2.4,0.1,0.2,4.9,287101
GA11,2014,730150,48.8,51.2,6.2,7.7,7.1,7.0,6.7,14.5,15.4,14.1,5.8,4.6,6.7,3.1,1.0,35.5,75.0,70.8,13.5,10.7,48.5,51.5,43.3,56.7,67.5,14.7,0.1,3.0,0.0,0.6,12.2,293311
GA12,2014,706182,49.6,50.4,6.6,6.7,6.9,7.8,8.4,13.5,12.2,13.4,6.8,5.1,7.4,3.8,1.3,35.1,75.8,70.4,15.4,12.6,49.0,51.0,42.7,57.3,55.5,35.2,0.2,1.6,0.1,0.1,5.7,293123
GA13,2014,718624,46.8,53.2,7.0,7.9,8.0,7.0,6.3,13.6,14.5,15.0,6.3,5.3,6.0,2.3,0.9,35.2,72.5,68.9,12.5,9.2,46.0,54.0,42.2,57.8,29.7,55.4,0.1,2.7,0.0,0.3,9.9,277894
GA14,2014,696119,49.2,50.8,6.4,7.6,7.3,7.0,6.6,11.9,14.4,13.9,6.7,5.3,7.8,4.1,1.2,37.3,74.5,70.4,16.0,13.1,48.5,51.5,42.9,57.1,77.9,8.7,0.1,0.8,0.0,0.2,10.7,277446
HI01,2014,702026,50.6,49.4,6.2,5.4,5.5,5.4,7.3,15.2,13.1,13.1,6.4,5.4,8.8,5.1,3.0,39.0,79.6,76.0,19.9,16.8,50.2,49.8,43.4,56.6,16.4,2.5,0.1,49.2,7.5,0.1,8.4,256189
HI02,2014,702028,50.7,49.3,6.7,6.1,6.8,6.0,7.7,13.9,12.1,12.5,6.9,6.6,8.5,4.0,2.0,37.0,76.6,73.1,18.1,14.5,50.5,49.5,45.8,54.2,29.6,1.5,0.2,24.7,10.4,0.0,11.3,270116
ID01,2014,812462,50.1,49.9,6.4,7.5,7.8,6.8,6.4,12.1,12.2,13.2,6.5,6.1,9.1,4.5,1.4,37.6,74.0,69.9,18.5,15.1,49.7,50.3,46.9,53.1,84.8,0.4,1.1,1.3,0.1,0.0,10.2,341017
ID02,2014,799674,50.5,49.5,7.4,7.6,7.6,7.3,7.8,13.7,12.0,12.1,6.2,5.6,7.1,3.8,1.7,34.0,73.1,68.4,15.8,12.6,49.6,50.4,46.5,53.5,81.5,0.6,0.9,1.7,0.1,0.0,13.4,335175
IL01,2014,718967,46.4,53.6,6.0,5.7,6.7,7.8,7.5,11.8,12.1,14.9,7.2,5.8,7.4,5.1,2.1,38.9,77.4,72.1,18.0,14.6,45.5,54.5,39.6,60.4,35.5,51.0,0.2,2.3,0.0,0.2,9.4,301385
IL02,2014,699363,47.0,53.0,6.1,6.6,7.1,7.4,6.8,11.8,12.2,13.7,6.9,6.2,8.7,4.3,2.0,38.2,75.5,71.3,18.7,15.0,45.7,54.3,41.9,58.1,30.4,55.0,0.1,0.7,0.0,0.1,12.3,304328
IL03,2014,737806,49.5,50.5,6.5,7.1,7.1,6.9,6.9,13.3,13.1,14.1,6.7,5.4,7.2,3.9,1.6,36.7,75.0,71.1,15.8,12.8,49.2,50.8,42.4,57.6,59.1,5.2,0.0,3.5,0.0,0.1,31.2,257881
IL04,2014,712077,50.3,49.7,7.9,7.8,7.4,7.1,7.9,18.1,15.2,11.9,4.9,4.1,4.5,2.1,1.1,31.3,72.4,68.2,9.8,7.7,50.4,49.6,44.8,55.2,20.8,4.1,0.2,3.3,0.1,0.1,70.5,246216
IL05,2014,734664,49.2,50.8,6.1,5.1,4.7,4.6,7.0,23.0,14.3,12.7,5.7,4.9,6.3,3.8,1.8,34.8,81.4,78.2,14.7,11.9,48.5,51.5,41.6,58.4,68.1,2.6,0.0,7.5,0.0,0.2,19.8,330554
IL06,2014,727718,49.2,50.8,5.9,6.2,7.5,7.8,5.4,11.1,12.8,16.4,7.7,6.2,7.6,3.5,1.8,40.1,75.2,71.5,16.5,13.0,48.7,51.3,44.4,55.6,77.5,2.1,0.0,8.9,0.0,0.1,10.0,270685
IL07,2014,720325,47.7,52.3,6.4,5.6,5.8,6.7,8.6,19.0,13.7,12.2,5.6,5.3,6.2,3.5,1.3,33.7,78.4,73.8,14.1,11.0,46.9,53.1,40.2,59.8,28.4,50.8,0.0,6.2,0.0,0.3,12.6,337400
IL08,2014,715255,49.8,50.2,7.0,7.0,6.3,6.4,6.6,15.3,14.5,13.7,6.4,5.5,6.8,3.1,1.3,36.0,75.6,72.0,14.4,11.2,48.7,51.3,41.2,58.8,54.1,4.7,0.1,11.4,0.0,0.2,28.0,270600
IL09,2014,709590,48.8,51.2,5.7,5.8,5.5,5.7,6.1,14.9,13.4,14.1,7.1,5.9,7.9,4.9,3.0,39.9,79.7,76.1,19.2,15.8,49.0,51.0,42.8,57.2,63.9,8.6,0.2,12.8,0.1,0.4,11.8,303974
IL10,2014,716308,49.6,50.4,6.3,7.7,7.2,7.4,6.6,11.7,13.4,14.9,6.6,5.4,6.9,3.9,1.9,37.3,74.4,69.9,15.7,12.8,49.2,50.8,43.5,56.5,58.8,6.5,0.2,9.7,0.0,0.2,22.7,266306
IL11,2014,709493,49.3,50.7,6.6,8.4,7.7,7.1,6.4,14.0,15.3,13.8,5.8,4.9,6.0,2.8,1.2,34.9,72.9,68.9,12.8,10.1,48.8,51.2,44.5,55.5,52.7,10.6,0.1,7.3,0.0,0.2,26.9,256252
IL12,2014,702625,49.8,50.2,6.0,6.2,6.3,6.4,7.6,12.7,12.4,14.2,7.2,6.2,8.1,4.4,2.4,38.7,77.9,73.8,18.5,14.9,49.1,50.9,43.3,56.7,77.0,16.6,0.2,1.1,0.0,0.0,3.0,318057
IL13,2014,715907,49.1,50.9,5.8,6.2,5.8,8.2,10.4,13.8,11.2,12.4,6.5,5.7,7.4,4.6,2.1,34.8,78.7,71.1,17.3,14.0,48.6,51.4,42.5,57.5,79.6,10.8,0.2,3.3,0.0,0.1,3.1,316424
IL14,2014,729162,50.0,50.0,5.8,7.4,8.8,7.1,5.8,11.0,14.0,15.7,6.9,5.6,7.4,3.2,1.3,38.5,73.2,69.8,15.1,12.0,48.9,51.1,43.7,56.3,80.1,2.8,0.1,4.3,0.0,0.2,10.9,267416
IL15,2014,705563,49.9,50.1,5.8,5.9,6.5,6.7,6.5,11.4,12.0,14.3,7.3,6.2,9.4,5.5,2.6,41.1,77.7,73.5,21.2,17.5,49.4,50.6,43.9,56.1,91.6,3.7,0.1,0.5,0.0,0.1,2.7,312994
IL16,2014,697856,49.7,50.3,5.6,6.1,6.6,7.4,7.0,11.6,11.9,14.5,7.5,5.8,8.8,4.6,2.5,40.2,77.4,72.8,19.4,16.0,49.0,51.0,44.4,55.6,84.6,3.7,0.1,1.2,0.0,0.1,9.0,297023
IL17,2014,710667,49.5,50.5,6.3,6.2,6.9,6.2,7.0,12.1,12.0,13.4,6.9,6.4,9.0,5.0,2.6,39.3,76.7,72.8,20.5,16.5,48.8,51.2,43.6,56.4,76.7,11.0,0.1,1.5,0.0,0.1,8.7,323279
IL18,2014,718789,49.2,50.8,5.5,6.3,6.4,6.3,7.3,11.8,12.4,13.5,7.4,6.6,8.8,5.2,2.5,40.4,78.0,74.0,20.2,16.5,48.7,51.3,43.7,56.3,89.2,3.7,0.1,2.6,0.0,0.1,2.9,308879
IN01,2014,719164,49.0,51.0,6.2,6.9,6.6,6.6,6.8,12.8,12.6,13.9,7.3,6.3,7.9,4.3,1.8,38.4,76.0,72.3,17.5,14.0,48.5,51.5,43.1,56.9,63.3,19.1,0.2,1.2,0.1,0.1,14.6,302076
IN02,2014,719730,49.0,51.0,6.6,7.2,7.4,7.0,6.8,11.9,12.3,13.4,6.7,6.0,7.9,4.4,2.3,37.5,74.5,70.4,18.1,14.6,48.3,51.7,43.3,56.7,80.8,6.2,0.4,1.1,0.0,0.1,9.0,305453
IN03,2014,729747,49.3,50.7,6.8,7.5,7.1,7.2,6.6,12.4,12.5,13.3,6.8,6.0,7.8,3.9,2.1,36.9,74.2,70.0,17.1,13.8,48.7,51.3,43.3,56.7,84.4,6.0,0.1,1.6,0.0,0.3,5.8,312847
IN04,2014,738647,50.0,50.0,6.4,6.3,6.8,7.3,9.3,12.1,12.2,13.2,6.6,5.6,7.9,4.4,1.8,36.5,76.4,71.0,17.3,14.0,49.6,50.4,43.7,56.3,86.6,3.3,0.2,2.5,0.0,0.1,5.8,305835
IN05,2014,743062,48.9,51.1,6.0,7.8,7.0,6.2,5.9,13.3,14.3,14.7,6.2,5.7,7.4,3.8,1.8,37.6,75.1,71.8,16.3,13.0,48.1,51.9,43.3,56.7,82.6,7.7,0.1,3.4,0.0,0.4,3.9,312203
IN06,2014,724638,49.1,50.9,5.7,6.3,6.7,7.1,7.5,11.1,12.4,14.5,7.0,6.0,9.1,4.6,2.1,40.2,77.2,72.7,19.6,15.8,48.6,51.4,43.7,56.3,92.2,2.6,0.1,1.1,0.0,0.1,2.3,310750
IN07,2014,743136,48.1,51.9,8.0,7.0,7.0,6.7,7.7,16.2,12.8,12.8,6.6,4.6,6.0,2.9,1.8,33.2,74.2,70.0,13.3,10.7,47.1,52.9,41.1,58.9,54.7,29.4,0.2,2.0,0.0,0.3,10.8,333014
IN08,2014,720976,49.8,50.2,6.2,6.4,6.2,6.7,7.0,12.5,11.7,14.1,7.2,6.4,8.6,4.6,2.3,39.7,77.4,72.8,19.3,15.5,49.3,50.7,43.6,56.4,90.9,4.0,0.2,0.9,0.1,0.1,2.3,316794
IN09,2014,731802,49.1,50.9,6.0,5.8,6.7,7.5,8.6,12.8,12.4,13.6,7.1,5.5,8.2,4.0,1.8,37.1,77.5,71.7,17.3,14.0,48.4,51.6,44.0,56.0,90.1,2.8,0.1,2.0,0.0,0.0,3.3,310668
IA01,2014,766821,49.2,50.8,6.1,6.5,6.5,7.1,7.5,12.1,11.5,13.5,6.9,6.2,8.3,5.2,2.7,38.6,76.9,72.0,19.6,16.1,48.8,51.2,43.9,56.1,89.6,3.6,0.2,1.3,0.0,0.0,3.6,334674
IA02,2014,774072,49.5,50.5,6.1,6.3,6.3,7.1,7.7,13.0,11.3,13.5,6.8,6.5,8.2,4.6,2.6,37.9,77.2,72.5,19.1,15.4,48.9,51.1,43.6,56.4,86.9,4.0,0.1,2.2,0.0,0.1,5.2,336722
IA03,2014,788588,49.2,50.8,6.9,7.5,6.6,6.5,6.0,14.3,13.3,13.4,6.5,5.6,7.4,4.0,2.0,36.7,75.1,71.3,16.4,13.4,48.6,51.4,43.7,56.3,84.5,4.0,0.2,2.8,0.0,0.3,6.5,333462
IA04,2014,760935,49.9,50.1,5.8,6.7,6.1,7.3,8.2,11.0,10.9,13.2,7.2,6.3,8.4,5.7,3.2,39.4,77.3,72.0,20.9,17.3,49.5,50.5,43.4,56.6,89.1,1.3,0.3,1.8,0.1,0.0,6.2,344749
KS01,2014,722463,50.8,49.2,7.0,7.1,6.1,7.6,9.2,13.0,10.8,11.9,6.8,5.3,7.7,5.1,2.5,35.0,75.8,70.1,18.3,15.3,50.4,49.6,43.3,56.7,77.8,2.9,0.4,1.5,0.1,0.0,14.9,315746
KS02,2014,715785,49.5,50.5,6.0,6.6,6.7,7.5,7.7,12.7,11.7,12.9,6.7,6.2,8.2,4.5,2.4,37.1,76.7,71.6,18.6,15.2,49.1,50.9,43.7,56.3,83.3,4.3,1.3,1.3,0.1,0.1,6.2,314355
KS03,2014,738508,49.1,50.9,7.2,7.6,7.2,6.5,5.6,14.4,13.7,13.8,6.5,5.5,6.8,3.4,1.8,36.0,73.8,70.5,15.2,12.0,48.4,51.6,43.2,56.8,72.8,8.6,0.4,4.2,0.0,0.1,11.6,300939
KS04,2014,717201,49.7,50.3,7.3,7.0,7.4,6.8,6.9,13.4,11.7,13.0,6.6,6.0,7.3,4.3,2.2,35.8,74.1,70.1,17.0,13.8,49.2,50.8,43.8,56.2,74.5,6.9,0.7,3.0,0.0,0.1,11.8,308715
KY01,2014,723347,49.4,50.6,6.1,6.1,6.9,6.9,6.7,11.9,12.0,13.5,6.7,6.3,9.8,5.1,1.9,39.9,77.1,72.6,20.2,16.8,48.9,51.1,44.1,55.9,88.2,6.7,0.1,0.5,0.1,0.1,2.6,330984
KY02,2014,737296,49.3,50.7,6.2,6.6,6.9,6.8,7.0,12.5,12.3,14.2,7.2,5.8,8.3,4.6,1.5,38.5,76.4,72.0,17.8,14.4,48.8,51.2,44.6,55.4,87.8,5.6,0.2,1.1,0.0,0.0,3.3,318326
KY03,2014,739047,48.3,51.7,6.4,6.1,6.5,6.0,6.8,14.4,12.8,13.7,7.0,6.2,7.6,4.6,2.0,38.1,77.3,73.5,17.7,14.2,47.4,52.6,41.3,58.7,69.3,21.1,0.1,2.2,0.1,0.1,4.7,332786
KY04,2014,736293,49.6,50.4,6.6,7.0,7.2,6.4,5.8,12.8,13.5,14.6,6.9,6.1,7.9,3.7,1.6,38.4,75.3,71.6,16.8,13.2,49.0,51.0,44.3,55.7,90.4,3.4,0.1,1.2,0.1,0.1,3.0,303324
KY05,2014,714729,49.8,50.2,5.9,6.1,6.2,6.3,6.4,11.9,13.1,14.6,7.3,6.7,9.4,4.3,1.7,40.5,78.0,73.7,19.5,15.5,49.2,50.8,44.6,55.4,96.0,1.2,0.2,0.4,0.0,0.0,1.2,324667
KY06,2014,744583,49.0,51.0,5.9,6.5,6.4,7.1,9.0,13.5,13.4,13.4,6.2,5.8,7.6,3.5,1.7,36.1,77.4,72.0,16.3,12.8,48.2,51.8,43.0,57.0,82.7,8.9,0.2,1.7,0.0,0.1,4.6,326547
LA01,2014,781134,48.6,51.4,6.1,6.8,6.3,6.4,6.7,14.1,12.1,14.1,7.1,5.9,8.6,4.4,1.6,37.9,77.1,73.2,17.7,14.5,48.0,52.0,44.3,55.7,74.1,12.5,1.1,2.0,0.0,0.2,8.8,330578
LA02,2014,784928,48.1,51.9,6.8,6.7,6.0,6.2,8.1,15.8,12.7,13.4,6.6,6.1,7.0,3.5,1.1,35.3,76.9,72.8,15.1,11.6,47.5,52.5,41.6,58.4,27.8,62.0,0.1,2.8,0.0,0.1,5.8,354244
LA03,2014,769331,48.8,51.2,6.9,7.4,6.7,6.9,7.5,13.8,11.9,14.1,6.9,5.5,7.0,4.0,1.5,35.8,75.0,70.4,15.5,12.5,48.1,51.9,43.7,56.3,68.5,24.6,0.2,1.2,0.0,0.0,3.4,324360
LA04,2014,762517,49.0,51.0,7.0,7.0,6.7,6.7,7.5,13.7,12.1,12.7,6.7,5.8,7.9,4.4,1.8,36.0,75.3,71.0,17.3,14.1,48.7,51.3,43.5,56.5,59.3,33.5,0.8,0.8,0.0,0.1,3.9,339222
LA05,2014,754131,49.6,50.4,6.6,7.1,7.1,6.6,7.4,13.8,12.1,12.7,6.9,5.8,8.0,4.4,1.6,36.1,75.5,71.1,17.5,14.0,49.1,50.9,42.5,57.5,59.9,35.6,0.4,0.6,0.0,0.1,2.3,324200
LA06,2014,773429,48.7,51.3,6.3,7.0,7.0,6.9,8.3,14.3,12.5,13.4,6.6,5.6,7.1,3.4,1.5,35.1,75.8,70.9,15.2,12.0,48.2,51.8,44.6,55.4,67.9,24.1,0.4,2.0,0.0,0.1,4.0,318363
ME01,2014,670714,48.7,51.3,4.7,5.4,5.7,6.2,6.0,11.5,12.1,15.8,7.9,7.3,9.7,5.4,2.3,44.0,80.6,76.8,21.7,17.4,48.2,51.8,43.9,56.1,93.4,1.4,0.4,1.3,0.0,0.1,1.5,349553
ME02,2014,657588,49.2,50.8,5.0,5.2,5.8,6.3,6.1,11.1,11.6,15.1,8.2,7.4,10.4,5.7,2.1,44.1,80.2,76.0,22.4,18.1,48.5,51.5,46.1,53.9,94.4,0.5,0.8,0.7,0.0,0.0,1.3,373587
MD01,2014,723716,49.0,51.0,5.4,5.8,6.3,6.8,7.0,10.6,11.5,15.5,7.8,6.3,9.8,4.9,2.2,42.4,78.3,74.1,20.2,16.9,48.6,51.4,45.3,54.7,80.6,11.8,0.2,2.0,0.0,0.0,3.7,333735
MD02,2014,745135,47.5,52.5,6.4,6.1,6.3,6.5,7.3,15.1,13.2,14.7,6.3,5.8,6.9,3.7,1.8,36.8,77.6,73.4,15.5,12.4,46.5,53.5,43.4,56.6,52.5,32.6,0.3,5.4,0.0,0.3,6.4,302847
MD03,2014,740451,48.7,51.3,6.1,6.1,6.0,5.7,6.8,16.4,13.3,13.2,6.5,6.0,7.5,4.2,2.1,37.3,78.3,74.8,17.5,13.8,47.9,52.1,41.3,58.7,61.1,21.3,0.1,6.3,0.1,0.3,7.8,305978
MD04,2014,739293,48.1,51.9,6.9,6.5,6.4,6.2,6.9,15.1,13.5,15.3,6.1,5.5,7.1,3.1,1.4,36.5,76.5,72.8,14.7,11.6,47.2,52.8,41.5,58.5,26.9,52.3,0.2,3.1,0.0,0.2,15.7,282733
MD05,2014,752393,48.7,51.3,6.0,6.0,6.9,8.0,7.6,12.1,13.2,16.4,7.1,5.6,6.9,2.9,1.4,37.8,76.7,71.6,14.5,11.2,48.1,51.9,44.6,55.4,47.8,37.7,0.4,4.1,0.1,0.2,7.4,274878
MD06,2014,747058,49.7,50.3,6.3,6.8,6.5,6.5,6.3,13.1,14.1,14.9,6.8,5.6,7.5,4.0,1.6,38.1,76.4,72.8,16.5,13.1,49.3,50.7,43.5,56.5,60.9,12.8,0.2,10.6,0.0,0.2,12.5,294278
MD07,2014,724692,47.8,52.2,6.4,6.1,6.1,6.9,7.5,14.3,11.6,14.8,6.9,5.9,7.6,4.0,1.9,37.1,77.6,72.9,16.8,13.4,46.8,53.2,40.4,59.6,33.7,54.0,0.3,6.3,0.0,0.3,3.6,320376
MD08,2014,756076,48.5,51.5,6.0,6.3,6.6,6.1,5.3,13.3,13.2,15.2,7.1,6.0,8.1,4.3,2.4,40.3,77.2,73.9,18.3,14.8,47.7,52.3,42.6,57.4,61.9,11.2,0.1,9.3,0.0,0.3,14.4,289352
MA01,2014,729965,48.4,51.6,5.3,5.3,6.6,7.3,7.3,11.8,11.7,14.6,7.6,6.5,8.6,4.6,2.7,40.4,78.8,73.8,19.9,16.0,47.5,52.5,43.1,56.9,74.4,5.7,0.1,1.7,0.1,0.2,16.3,317802
MA02,2014,738642,48.7,51.3,5.4,5.7,6.1,8.2,8.6,12.1,12.2,15.5,6.9,5.7,7.5,3.9,2.1,38.2,78.8,72.5,16.8,13.6,48.0,52.0,43.0,57.0,79.4,4.6,0.2,5.2,0.0,0.1,9.0,296442
MA03,2014,742932,49.6,50.4,5.9,6.3,6.7,6.7,6.3,12.8,12.4,15.7,7.5,6.2,7.5,4.2,1.8,40.0,77.0,73.1,17.1,13.5,49.2,50.8,43.7,56.3,69.6,3.0,0.1,7.2,0.0,0.2,17.9,289596
MA04,2014,746358,48.0,52.0,5.4,6.9,6.7,6.9,6.4,11.0,13.4,15.6,7.3,6.2,8.1,4.1,2.1,40.4,76.9,72.9,17.8,14.3,47.1,52.9,43.1,56.9,85.1,2.5,0.0,5.9,0.0,0.3,3.6,288657
MA05,2014,754065,48.2,51.8,5.9,5.4,5.6,6.2,7.1,15.8,13.5,14.5,6.9,4.9,7.6,4.2,2.4,38.0,79.8,75.4,17.0,14.2,47.5,52.5,41.4,58.6,74.4,4.4,0.1,9.7,0.0,0.4,8.8,301653
MA06,2014,750623,48.4,51.6,5.4,5.9,6.2,6.4,5.8,11.3,12.8,16.0,7.7,6.3,8.7,5.0,2.6,42.4,78.6,75.1,19.8,16.2,47.5,52.5,42.4,57.6,82.9,3.0,0.0,4.5,0.0,0.2,7.8,304075
MA07,2014,751062,48.1,51.9,5.4,4.5,4.7,7.6,11.8,21.4,13.1,11.4,4.9,4.4,6.0,3.3,1.5,32.0,82.7,75.0,13.4,10.9,47.4,52.6,41.9,58.1,43.1,22.9,0.3,9.2,0.0,1.5,20.2,305507
