District,Winner,Winner Spent,Secong-Highest Vote-Getter,Runner-Up Spent,Ratio
NM01,Michelle Lujan Grisham,"$1,478,600 ",Michael Frese,"$331,909 ",More than 2:1 and Up to 5:1
UT02,Chris Stewart,"$665,016 ",Luz Robles,"$147,221 ",More than 2:1 and Up to 5:1
WV01,David McKinley,"$2,021,173 ",Glen Gainer,"$447,557 ",More than 2:1 and Up to 5:1
CO03,Scott Tipton,"$1,268,958 ",Abel Tapia,"$290,204 ",More than 2:1 and Up to 5:1
WA08,Dave Reichert,"$991,616 ",Jason Ritchie,"$235,196 ",More than 2:1 and Up to 5:1
NY25,Louise M. Slaughter,"$796,859 ",Mark Assini,"$193,193 ",More than 2:1 and Up to 5:1
CA12,Nancy Pelosi,"$2,395,066 ",John Dennis,"$600,046 ",More than 2:1 and Up to 5:1
CO02,Jared Polis,"$1,207,969 ",George Leing,"$302,503 ",More than 2:1 and Up to 5:1
KS02,Lynn Jenkins,"$3,122,371 ",Margie Wakefield,"$777,140 ",More than 2:1 and Up to 5:1
WI03,Ron Kind,"$1,162,176 ",Tony Kurtz,"$304,791 ",More than 2:1 and Up to 5:1
WI07,Sean P. Duffy,"$1,970,452 ",Kelly Westlund,"$526,935 ",More than 2:1 and Up to 5:1
PA03,Mike Kelly,"$1,468,974 ",Dan Lavallee,"$407,605 ",More than 2:1 and Up to 5:1
SC07,Tom Rice,"$830,873 ",Gloria Bromell-Tinubu,"$229,051 ",More than 2:1 and Up to 5:1
TX15,Ruben Hinojosa,"$466,828 ",Eddie Zamora,"$129,149 ",More than 2:1 and Up to 5:1
AK01,Don Young,"$809,039 ",Forrest Dunbar,"$230,088 ",More than 2:1 and Up to 5:1
MN02,John Kline,"$3,226,366 ",Mike Obermueller,"$933,331 ",More than 2:1 and Up to 5:1
CA16,Jim Costa,"$1,116,677 ",Johnny Tacherra,"$342,204 ",More than 2:1 and Up to 5:1
FL15,Dennis Ross,"$1,436,048 ",Alan Cohn,"$429,906 ",More than 2:1 and Up to 5:1
FL18,Patrick E. Murphy,"$4,924,667 ",Carl Domino,"$1,498,449 ",More than 2:1 and Up to 5:1
WA01,Suzan DelBene,"$2,289,912 ",Pedro Celis,"$701,552 ",More than 2:1 and Up to 5:1
NJ02,Frank A. LoBiondo,"$2,425,939 ",Bill Hughes Jr,"$756,353 ",More than 2:1 and Up to 5:1
CA01,Doug LaMalfa,"$730,253 ",Heidi Hall,"$233,870 ",More than 2:1 and Up to 5:1
NH02,Ann Mclane Kuster,"$3,641,777 ",Marilinda Garcia,"$1,195,083 ",More than 2:1 and Up to 5:1
TX27,Blake Farenthold,"$962,433 ",Wesley Reed,"$315,648 ",More than 2:1 and Up to 5:1
TX35,Lloyd Doggett,"$630,989 ",Susan Narvaiz,"$229,450 ",More than 2:1 and Up to 5:1
IL17,Cheri Bustos,"$3,089,767 ",Bobby Schilling,"$1,144,068 ",More than 2:1 and Up to 5:1
AZ09,Kyrsten Sinema,"$3,458,414 ",Wendy Rogers,"$1,328,058 ",More than 2:1 and Up to 5:1
CA26,Julia Brownley,"$3,364,754 ",Jeff Gorell,"$1,298,190 ",More than 2:1 and Up to 5:1
FL01,Jeff Miller,"$543,973 ",Mark Wichern,"$207,773 ",More than 2:1 and Up to 5:1
KY06,Andy Barr,"$2,295,731 ",Elisabeth Jensen,"$886,670 ",More than 2:1 and Up to 5:1
OH14,David P Joyce,"$2,623,918 ",Michael Wager,"$1,042,191 ",More than 2:1 and Up to 5:1
AR01,Rick Crawford,"$665,075 ",Jackie McPherson,"$279,780 ",More than 2:1 and Up to 5:1
AZ01,Ann Kirkpatrick,"$3,323,324 ",Andy Tobin,"$1,377,528 ",More than 2:1 and Up to 5:1
CA36,Raul Ruiz,"$3,087,543 ",Brian Nestande,"$1,292,192 ",More than 2:1 and Up to 5:1
IL11,Bill Foster,"$1,812,623 ",Darlene Senger,"$763,134 ",More than 2:1 and Up to 5:1
IL05,Mike Quigley,"$779,868 ",Vincent A. Kolber,"$345,811 ",More than 2:1 and Up to 5:1
IN02,Jackie Walorski,"$1,836,516 ",Joe Bock,"$804,787 ",More than 2:1 and Up to 5:1
MI01,Dan Benishek,"$2,158,321 ",Jerry Cannon,"$1,002,506 ",More than 2:1 and Up to 5:1
OH01,Steve Chabot,"$636,368 ",Fred Kundrata,"$309,874 ",More than 2:1 and Up to 5:1
OH06,Bill Johnson,"$1,920,522 ",Jennifer Garrison,"$902,867 ",More than 2:1 and Up to 5:1
OR04,Peter DeFazio,"$1,277,585 ",Art Robinson,"$611,659 ",More than 2:1 and Up to 5:1
MD01,Andy Harris,"$1,169,105 ",Bill Tilghman,"$573,289 ",Up to 2:1
UT01,Rob Bishop,"$525,674 ",Donna McAleer,"$268,195 ",Up to 2:1
ID01,Raul Labrador,"$425,010 ",Shirley Ringo,"$225,143 ",Up to 2:1
IA02,David Loebsack,"$1,721,735 ",Mariannette Miller-Meeks,"$940,493 ",Up to 2:1
MD06,John K. Delaney,"$2,586,096 ",Dan Bongino,"$1,465,984 ",Up to 2:1
NJ05,Scott Garrett,"$2,245,456 ",Roy Cho,"$1,251,518 ",Up to 2:1
IL13,Rodney Davis,"$3,382,440 ",Ann Callis,"$1,936,927 ",Up to 2:1
NV03,Joe Heck,"$1,979,831 ",Erin Bilbray Kohn,"$1,156,609 ",Up to 2:1
CA03,John Garamendi,"$1,290,607 ",Dan Logue,"$815,768 ",Up to 2:1
CA21,David Valadao,"$2,732,693 ",Amanda Renteria,"$1,690,530 ",Up to 2:1
CT04,Jim Himes,"$2,101,453 ",Dan Debicella,"$1,273,919 ",Up to 2:1
CT05,Elizabeth Esty,"$2,807,776 ",Mark Greenberg,"$1,769,246 ",Up to 2:1
ND01,Kevin Cramer,"$1,505,728 ",George Sinner,"$929,146 ",Up to 2:1
NM02,Steve Pearce,"$2,282,213 ",Rocky Lara,"$1,415,026 ",Up to 2:1
PA08,Michael G. Fitzpatrick,"$2,089,893 ",Kevin Strouse,"$1,346,514 ",Up to 2:1
VA02,Scott Rigell,"$1,405,821 ",Suzanne Patrick,"$859,159 ",Up to 2:1
MN07,Collin Peterson,"$1,569,350 ",Torrey Westrom,"$1,022,303 ",Up to 2:1
NC02,Renee Ellmers,"$1,820,393 ",Clay Aiken,"$1,178,594 ",Up to 2:1
NY23,Tom Reed,"$3,471,223 ",Martha Robertson,"$2,300,752 ",Up to 2:1
CA10,Jeff Denham,"$1,753,320 ",Michael Eggman,"$1,291,436 ",Up to 2:1
MA09,Bill Keating,"$1,387,397 ",John Chapman,"$1,016,238 ",Up to 2:1
CA52,Scott Peters,"$4,504,002 ",Carl Demaio,"$3,349,676 ",Up to 2:1
MI07,Tim Walberg,"$1,784,290 ",Pam Byrnes,"$1,372,605 ",Up to 2:1
NY18,Sean Patrick Maloney,"$4,161,436 ",Nan Hayworth,"$3,386,118 ",Up to 2:1
MN08,Rick Nolan,"$2,113,281 ",Stewart Mills,"$2,087,731 ",Up to 2:1
CO06,Mike Coffman,"$4,708,362 ",Andrew Romanoff,"$5,145,369 ",Outspent less than 2:1
IA04,Steven A. King,"$1,983,500 ",Jim Mowrer,"$2,167,517 ",Outspent less than 2:1
CA07,Ami Bera,"$4,317,863 ",Doug Ose,"$5,114,545 ",Outspent less than 2:1
NY11,Michael Grimm,"$2,034,806 ",Domenic Recchia,"$2,469,658 ",Outspent less than 2:1
CA17,Mike Honda,"$3,447,979 ",Ro Khanna,"$4,427,100 ",Outspent less than 2:1
TN04,Scott Desjarlais,"$643,369 ",Lenda Sherrell,"$1,051,311 ",Outspent less than 2:1
CO05,Douglas L. Lamborn,"$474,480 ",Irving Halter Jr,"$833,435 ",Outspent less than 2:1
NY19,Chris Gibson,"$2,981,040 ",Sean Eldridge,"$6,367,880 ",Outspent 2:1 to 5:1
