,state_district,election,name,party,incumbent_challenger_open,receipts,from_individuals,from_committees,from_candidate,disbursements,cash_on_hand,debts,total_pop,male_pop_percent,female_pop_percent,under_five_percent,five_to_nine_percent,ten_to_fourteen_percent,fifteen_nineteen_percent,twenty_to_twentyfour_percent,twentyfive_to_thirtyfour_percent,thirtyfive_to_fortyfour_percent,fortyfive_to_fiftyfour_percent,fiftyfive_to_fiftynine_percent,sixty_to_sixtyfour_percent,sixtyfive_to_seventyfour_percent,seventyfive_to_eightyfour_percent,over_eightyfive_percent,median_age,eighteen_and_over_percent,twentyone_and_over_percent,sixtytwo_and_over_percent,sixtyfive_and_over_percent,eighteen_and_over_male_percent,eighteen_and_over_female_percent,sixtyfive_and_over_male_percent,sixtyfive_and_over_female_percent,white_pop_percent,black_pop_percent,american_indian_alaska_native_pop_percent,asian_pop_percent,native_hawaiian_pacific_islander_pop_percent,other_race_pop_percent,hispanic_pop_percent,total_housing_units,spent,won,lost,years_in_service
62,AZ06,2014.0,SCHWEIKERT DAVID,Republican Party,Incumbent,900648.86,464084.51,165502.54,100000.0,844715.02,85503.76,406620.3,737884.0,49.4,50.6,5.2,6.2,6.1,5.6,6.1,13.3,12.8,14.6,7.2,6.6,9.8,4.5,2.0,41.2,78.9,75.9,20.2,16.3,48.7,51.3,45.4,54.6,73.6,2.8,1.3,3.9,0.0,0.2,15.8,353615.0,533363,1,0,3.0
63,PA02,2014.0,FATTAH CHAKA MR.,Democratic Party,Incumbent,371527.6,113946.72,254900.0,0.0,395059.63,6336.74,0.0,712372.0,46.1,53.9,5.9,5.3,5.6,7.4,10.2,16.9,11.2,12.1,6.1,5.8,7.5,3.8,2.1,34.0,79.9,73.2,16.9,13.3,44.8,55.2,38.1,61.9,29.8,57.6,0.1,4.6,0.0,0.1,5.8,332666.0,524913,1,0,19.0
64,NY06,2014.0,MENG GRACE,Democratic Party,Incumbent,920560.88,756129.53,163955.34,125.1,466300.82,518859.25,0.0,721108.0,47.8,52.2,5.4,5.3,5.0,4.6,5.9,14.8,14.8,14.4,7.6,6.4,8.2,5.0,2.7,41.1,81.4,78.5,19.7,15.9,47.2,52.8,41.7,58.3,37.6,2.8,0.2,38.7,0.1,0.3,18.6,286900.0,518819,1,0,1.0
65,TX02,2014.0,POE TED,Republican Party,Incumbent,747259.85,483496.55,266037.07,0.0,347046.13,1832812.32,0.0,722575.0,51.3,48.7,7.0,6.9,6.4,5.9,7.0,16.6,14.2,14.0,6.1,5.5,6.7,2.7,0.9,35.1,75.8,72.4,13.3,10.3,50.7,49.3,45.8,54.2,51.3,7.9,0.3,7.4,0.1,0.3,31.3,285059.0,507175,1,0,9.0
66,CA40,2014.0,ROYBAL-ALLARD LUCILLE,Democratic Party,Incumbent,341984.75,98168.85,242800.0,0.0,296116.28,80026.65,0.0,718451.0,49.4,50.6,8.7,8.2,8.0,8.9,9.8,14.7,15.1,11.1,4.4,3.4,4.4,2.3,1.0,29.3,69.7,64.0,9.5,7.6,49.4,50.6,43.4,56.6,4.9,4.5,0.1,2.1,0.2,0.1,87.7,183667.0,498231,1,0,21.0
67,OH11,2014.0,FUDGE MARCIA L,Democratic Party,Incumbent,670845.68,128320.35,538735.52,0.0,345566.2,525382.35,0.0,692794.0,46.4,53.6,6.1,6.0,6.2,7.2,7.9,13.3,11.2,13.2,7.4,6.4,7.9,4.9,2.4,38.1,77.7,72.6,18.9,15.2,45.5,54.5,38.2,61.8,37.6,53.5,0.2,2.1,0.0,0.2,3.8,363465.0,497385,1,0,6.0
68,KY04,2014.0,MASSIE THOMAS H.,Republican Party,Incumbent,547487.06,308169.25,238177.53,0.0,395146.74,275409.43,25000.0,736293.0,49.6,50.4,6.6,7.0,7.2,6.4,5.8,12.8,13.5,14.6,6.9,6.1,7.9,3.7,1.6,38.4,75.3,71.6,16.8,13.2,49.0,51.0,44.3,55.7,90.4,3.4,0.1,1.2,0.1,0.1,3.0,303324.0,478876,1,0,2.0
69,FL14,2014.0,CASTOR KATHY,Democratic Party,Incumbent,509663.92,258299.39,247200.0,0.0,325093.77,730399.94,0.0,733381.0,48.1,51.9,6.5,6.6,5.6,6.0,7.6,16.6,13.4,13.6,6.3,5.4,6.9,4.0,1.6,35.6,77.6,73.7,15.6,12.5,47.6,52.4,42.1,57.9,41.6,24.5,0.2,3.0,0.0,0.5,28.2,335940.0,472947,1,0,7.0
70,IL07,2014.0,DAVIS DANNY K. MR.,Democratic Party,Incumbent,368778.54,66450.68,301033.2,0.0,291630.02,283752.1,59083.71,720325.0,47.7,52.3,6.4,5.6,5.8,6.7,8.6,19.0,13.7,12.2,5.6,5.3,6.2,3.5,1.3,33.7,78.4,73.8,14.1,11.0,46.9,53.1,40.2,59.8,28.4,50.8,0.0,6.2,0.0,0.3,12.6,337400.0,469170,1,0,17.0
71,IL04,2014.0,GUTIERREZ LUIS V,Democratic Party,Incumbent,180404.8,35303.27,135975.0,0.0,322241.83,212556.13,0.0,712077.0,50.3,49.7,7.9,7.8,7.4,7.1,7.9,18.1,15.2,11.9,4.9,4.1,4.5,2.1,1.1,31.3,72.4,68.2,9.8,7.7,50.4,49.6,44.8,55.2,20.8,4.1,0.2,3.3,0.1,0.1,70.5,246216.0,408968,1,0,21.0
72,AZ08,2014.0,FRANKS TRENT,Republican Party,Incumbent,237744.97,105731.1,131925.0,0.0,218433.22,14861.69,275586.4,741374.0,47.5,52.5,5.9,6.5,6.6,6.1,5.2,11.3,12.4,12.7,6.0,6.2,11.8,6.6,2.9,42.0,77.1,73.8,25.1,21.2,47.1,52.9,45.1,54.9,71.4,3.4,0.9,3.1,0.1,0.0,18.4,328064.0,369180,1,0,11.0
73,OK01,2014.0,BRIDENSTINE JAMES FREDERICK,Republican Party,Incumbent,561012.27,417525.73,141310.0,0.0,269296.96,306505.78,0.0,773208.0,48.7,51.3,7.2,6.9,7.1,6.5,6.8,14.1,12.8,13.0,6.8,5.5,7.5,4.0,1.7,36.0,74.7,70.9,16.5,13.2,47.9,52.1,43.1,56.9,65.9,8.4,5.2,2.1,0.0,0.1,10.4,337738.0,365520,1,0,1.0
74,IL01,2014.0,RUSH BOBBY LEE,Democratic Party,Incumbent,259031.0,22531.0,236500.0,0.0,238832.16,44637.13,25589.43,718967.0,46.4,53.6,6.0,5.7,6.7,7.8,7.5,11.8,12.1,14.9,7.2,5.8,7.4,5.1,2.1,38.9,77.4,72.1,18.0,14.6,45.5,54.5,39.6,60.4,35.5,51.0,0.2,2.3,0.0,0.2,9.4,301385.0,344604,1,0,21.0
75,NY15,2014.0,SERRANO JOSE E.,Democratic Party,Incumbent,161690.07,24315.07,134750.0,0.0,137551.32,40856.38,0.0,747271.0,46.6,53.4,8.3,7.7,7.4,8.2,9.0,15.0,13.1,13.0,5.3,4.3,5.2,2.7,0.9,31.0,71.9,66.7,11.0,8.7,45.5,54.5,37.6,62.4,2.9,28.6,0.2,2.2,0.0,0.7,64.7,261438.0,165918,1,0,25.0
76,TN08,2014.0,FINCHER STEVE MR.,Republican Party,Incumbent,1412649.42,754507.64,634930.42,0.0,446264.53,2415949.16,0.0,710335.0,48.7,51.3,5.8,6.8,7.1,6.8,6.1,10.8,13.2,14.4,7.1,6.4,9.0,4.6,1.8,40.4,76.3,72.3,19.5,15.5,48.2,51.8,43.7,56.3,73.5,20.3,0.2,2.0,0.0,0.1,2.6,293438.0,629223,1,0,3.0
77,WY01,2014.0,LUMMIS CYNTHIA MARIE,Republican Party,Incumbent,268404.64,95528.0,172750.0,0.0,171223.42,220823.44,0.0,582658.0,51.1,48.9,6.6,7.1,6.6,6.1,7.7,14.0,12.0,12.8,7.2,6.6,8.0,3.6,1.8,36.6,76.0,72.0,17.2,13.3,50.7,49.3,47.1,52.9,84.7,1.3,2.0,0.9,0.0,0.1,8.9,265471.0,300949,1,0,5.0
78,IN03,2014.0,STUTZMAN MARLIN A,Republican Party,Incumbent,1024756.43,435617.84,574504.32,0.0,689818.08,488741.67,19170.02,729747.0,49.3,50.7,6.8,7.5,7.1,7.2,6.6,12.4,12.5,13.3,6.8,6.0,7.8,3.9,2.1,36.9,74.2,70.0,17.1,13.8,48.7,51.3,43.3,56.7,84.4,6.0,0.1,1.6,0.0,0.3,5.8,312847.0,1061403,1,0,4.0
79,NY13,2014.0,RANGEL CHARLES B,Democratic Party,Incumbent,1407162.98,903107.89,403450.0,100000.0,1391149.93,21046.47,100000.0,765391.0,48.3,51.7,7.0,5.3,5.5,6.0,8.8,18.7,13.6,13.0,5.3,5.5,6.4,3.3,1.7,34.4,78.8,74.6,14.8,11.4,47.2,52.8,38.2,61.8,14.3,24.8,0.3,4.0,0.1,0.8,54.6,294550.0,1515860,1,0,43.0
80,OH12,2014.0,TIBERI PATRICK J.,Republican Party,Incumbent,2565858.99,892773.93,1658692.32,0.0,1597626.0,2537142.69,0.0,744647.0,49.2,50.8,6.3,7.0,7.0,6.8,6.5,12.5,13.8,14.7,6.6,6.0,7.7,3.8,1.5,37.8,75.5,71.1,16.5,12.9,48.8,51.2,43.8,56.2,86.2,4.5,0.2,3.3,0.0,0.1,2.8,302430.0,2358505,1,0,13.0
81,CA39,2014.0,ROYCE ED MR.,Republican Party,Incumbent,2454724.13,1489195.95,904556.33,0.0,1369394.5,1651229.04,4549.59,721014.0,49.1,50.9,5.4,5.7,6.4,7.5,7.6,13.8,13.1,15.0,6.7,6.0,7.1,3.7,2.0,37.7,77.7,73.5,16.0,12.8,48.6,51.4,44.3,55.7,32.6,2.1,0.2,29.1,0.4,0.1,33.3,236526.0,1743860,1,0,21.0
82,TX32,2014.0,SESSIONS PETE MR.,Republican Party,Incumbent,2024270.24,970943.59,1008216.1,0.0,2402692.55,740280.36,0.0,718713.0,49.1,50.9,6.8,7.0,6.1,6.7,6.9,15.5,13.9,14.4,6.6,5.4,6.3,3.2,1.4,35.7,76.2,72.1,13.8,10.9,48.6,51.4,44.4,55.6,50.5,13.2,0.3,7.5,0.0,0.1,25.6,297080.0,3015805,1,0,17.0
83,CA13,2014.0,LEE BARBARA,Democratic Party,Incumbent,840085.25,613738.75,225775.0,0.0,731856.03,153409.81,0.0,732753.0,49.6,50.4,5.6,5.5,5.3,5.9,8.0,17.1,14.6,13.2,6.0,6.1,7.1,3.6,1.9,36.7,80.6,76.2,16.2,12.6,48.6,51.4,43.5,56.5,33.8,18.1,0.4,20.7,0.6,0.3,21.4,301497.0,1100730,1,0,16.0
84,MD03,2014.0,SARBANES JOHN PETER SPYROS,Democratic Party,Incumbent,712975.37,712975.37,0.0,0.0,508787.32,933086.16,0.0,740451.0,48.7,51.3,6.1,6.1,6.0,5.7,6.8,16.4,13.3,13.2,6.5,6.0,7.5,4.2,2.1,37.3,78.3,74.8,17.5,13.8,47.9,52.1,41.3,58.7,61.1,21.3,0.1,6.3,0.1,0.3,7.8,305978.0,756851,1,0,7.0
85,OH03,2014.0,BEATTY JOYCE,Democratic Party,Incumbent,583812.84,148412.62,432934.04,0.0,311153.34,355005.84,27500.0,739980.0,48.4,51.6,7.7,7.0,6.5,7.0,8.3,17.4,13.0,12.7,5.7,4.7,5.4,2.9,1.5,32.5,75.3,70.0,12.4,9.9,47.5,52.5,42.3,57.7,54.2,32.0,0.1,3.6,0.0,0.3,5.9,332466.0,612031,1,0,1.0
86,CA38,2014.0,SANCHEZ LINDA,Democratic Party,Incumbent,989112.15,249305.21,735902.74,0.0,577495.32,527631.59,0.0,725481.0,48.4,51.6,6.6,6.4,6.8,7.0,8.2,13.5,13.1,13.5,6.3,5.6,6.9,4.0,2.1,36.0,75.8,71.5,16.4,13.0,47.7,52.3,41.1,58.9,17.6,4.1,0.3,14.9,0.5,0.3,60.6,220354.0,1027338,1,0,1.0
87,NC08,2014.0,HUDSON RICHARD L. JR.,Republican Party,Incumbent,1151493.19,376946.9,696538.66,0.0,653142.04,573856.25,8950.0,744074.0,48.7,51.3,6.2,7.1,7.3,6.9,6.6,11.7,13.5,14.3,6.1,6.4,8.4,4.1,1.6,38.5,75.5,71.1,17.9,14.0,48.3,51.7,43.8,56.2,62.8,18.3,7.1,1.2,0.0,0.3,8.5,310894.0,1143349,1,0,1.0
88,CA30,2014.0,SHERMAN BRAD,Democratic Party,Incumbent,1049693.37,461845.0,455239.0,85514.0,1029462.67,68009.19,286311.55,744617.0,49.8,50.2,5.9,5.4,5.7,6.2,6.8,14.8,14.6,14.1,6.8,5.9,7.5,3.9,2.4,38.9,79.1,75.7,17.1,13.8,49.3,50.7,44.8,55.2,49.6,3.8,0.1,12.2,0.1,0.3,30.6,282541.0,842753,1,0,17.0
89,VT01,2014.0,WELCH PETER,Democratic Party,Incumbent,838950.57,301607.8,533416.77,0.0,533832.07,1544219.69,0.0,626630.0,49.3,50.7,4.8,5.7,5.5,7.0,7.3,11.2,11.6,15.2,7.8,7.4,9.6,4.8,2.1,42.5,80.2,75.4,20.6,16.4,48.7,51.3,45.5,54.5,94.0,1.1,0.3,1.2,0.0,0.0,1.5,323936.0,700782,1,0,7.0
90,IN05,2014.0,BROOKS SUSAN MRS.,Republican Party,Incumbent,1224396.95,668764.11,526669.65,0.0,619727.66,779790.81,0.0,743062.0,48.9,51.1,6.0,7.8,7.0,6.2,5.9,13.3,14.3,14.7,6.2,5.7,7.4,3.8,1.8,37.6,75.1,71.8,16.3,13.0,48.1,51.9,43.3,56.7,82.6,7.7,0.1,3.4,0.0,0.4,3.9,312203.0,1018137,1,0,1.0
91,MD05,2014.0,HOYER STENY HAMILTON,Democratic Party,Incumbent,3088426.3,969131.0,1866625.0,0.0,2368387.12,1497071.27,0.0,752393.0,48.7,51.3,6.0,6.0,6.9,8.0,7.6,12.1,13.2,16.4,7.1,5.6,6.9,2.9,1.4,37.8,76.7,71.6,14.5,11.2,48.1,51.9,44.6,55.4,47.8,37.7,0.4,4.1,0.1,0.2,7.4,274878.0,3843175,1,0,33.0
92,OR03,2014.0,BLUMENAUER EARL,Democratic Party,Incumbent,879570.41,277863.59,600376.79,0.0,872380.68,639834.97,0.0,797199.0,49.7,50.3,6.1,6.0,5.4,5.2,6.7,17.7,15.4,13.1,6.7,6.0,7.0,3.2,1.6,36.8,79.4,76.0,15.3,11.8,49.3,50.7,43.5,56.5,72.5,5.1,0.5,6.2,0.6,0.2,11.0,333332.0,1177555,1,0,18.0
93,CA02,2014.0,HUFFMAN JARED MR,Democratic Party,Incumbent,890468.53,426964.86,285796.17,0.0,745192.2,333255.87,279.14,713816.0,50.2,49.8,5.4,5.8,5.9,6.0,5.5,11.1,12.7,14.3,8.2,7.7,10.2,5.1,2.1,43.1,79.5,75.4,21.9,17.4,49.6,50.4,45.6,54.4,71.2,1.3,1.8,3.6,0.2,0.6,17.8,319742.0,712985,1,0,1.0
94,TX06,2014.0,BARTON JOE LINUS,Republican Party,Incumbent,942019.46,253779.0,475705.84,0.0,1292654.52,555291.85,0.0,730955.0,48.4,51.6,7.4,7.3,7.7,7.7,6.3,13.8,13.9,14.4,6.1,4.9,6.4,2.9,1.0,34.9,73.0,68.5,13.0,10.4,47.7,52.3,43.3,56.7,52.6,19.1,0.3,4.8,0.0,0.1,21.1,277990.0,1659548,1,0,29.0
95,MS04,2014.0,PALAZZO STEVEN MCCARTY,Republican Party,Incumbent,841106.69,395743.62,436619.38,0.0,984818.55,126084.31,50710.46,758257.0,49.4,50.6,6.8,7.5,6.2,6.8,7.7,13.4,12.2,13.4,6.6,5.5,8.2,4.2,1.4,36.1,75.7,71.2,17.0,13.8,48.6,51.4,44.0,56.0,69.2,23.8,0.3,1.5,0.0,0.2,3.8,330734.0,1178696,1,0,3.0
96,IL16,2014.0,KINZINGER ADAM,Republican Party,Incumbent,1552116.9,648411.59,890501.54,0.0,1093469.87,558634.61,0.0,697856.0,49.7,50.3,5.6,6.1,6.6,7.4,7.0,11.6,11.9,14.5,7.5,5.8,8.8,4.6,2.5,40.2,77.4,72.8,19.4,16.0,49.0,51.0,44.4,55.6,84.6,3.7,0.1,1.2,0.0,0.1,9.0,297023.0,1377467,1,0,3.0
97,CA28,2014.0,SCHIFF ADAM,Democratic Party,Incumbent,638690.47,308069.86,326500.0,0.0,655493.48,2042527.23,0.0,708212.0,49.5,50.5,4.8,4.4,4.2,4.3,6.3,19.1,16.0,14.0,6.8,6.0,7.4,4.5,2.3,39.2,84.1,81.4,17.7,14.2,49.5,50.5,43.4,56.6,55.8,2.7,0.2,12.9,0.1,0.3,25.2,314042.0,870294,1,0,13.0
98,WA02,2014.0,LARSEN RICK,Democratic Party,Incumbent,762976.89,202899.78,557950.0,0.0,708087.99,398911.03,0.0,692085.0,49.6,50.4,6.2,5.9,5.7,6.4,8.2,14.3,12.2,13.7,6.9,6.3,8.2,4.1,1.9,37.4,78.6,74.2,17.6,14.1,49.7,50.3,44.4,55.6,74.4,2.9,1.2,7.4,0.6,0.1,9.5,304135.0,1112277,1,0,13.0
99,CA15,2014.0,SWALWELL ERIC MICHAEL,Democratic Party,Incumbent,1662001.15,1027056.45,634117.12,5.0,1145095.9,543515.27,1788.99,734837.0,48.8,51.2,6.7,7.0,6.6,6.3,5.9,13.4,14.9,14.8,6.8,5.6,7.0,3.3,1.7,37.9,75.7,72.4,15.5,12.0,48.5,51.5,43.4,56.6,35.3,5.6,0.3,29.7,1.0,0.2,23.8,249805.0,1669313,1,0,1.0
100,RI01,2014.0,CICILLINE DAVID N,Democratic Party,Incumbent,1068760.43,806619.03,259350.0,0.0,558777.27,526704.08,0.0,528341.0,48.8,51.2,5.2,5.2,6.4,6.7,7.9,13.9,11.8,14.3,7.0,6.1,8.2,4.5,3.0,39.4,79.9,74.9,19.2,15.7,47.7,52.3,42.6,57.4,69.1,7.1,0.4,3.1,0.1,1.5,16.3,233677.0,1212281,1,0,3.0
101,CA43,2014.0,WATERS MAXINE MS,Democratic Party,Incumbent,905946.45,230915.06,393615.34,0.0,542366.4,410463.26,134996.45,730217.0,47.7,52.3,7.0,6.9,6.7,6.7,8.3,15.5,12.9,14.5,6.0,4.6,6.4,3.2,1.4,34.2,75.4,71.2,13.7,11.0,47.0,53.0,39.9,60.1,14.4,22.1,0.1,12.9,0.3,0.2,47.0,251877.0,1062921,1,0,23.0
102,OH08,2014.0,BOEHNER JOHN A.,Republican Party,Incumbent,15188942.27,4323624.58,1930300.0,0.0,14164990.0,1976780.71,0.0,721486.0,48.9,51.1,6.0,6.9,6.8,7.3,7.3,11.3,12.1,14.0,7.3,5.9,8.5,4.5,2.1,38.7,76.1,71.3,18.3,15.0,48.4,51.6,44.0,56.0,87.0,5.7,0.1,1.5,0.1,0.1,3.2,301315.0,17106253,1,0,23.0
103,LA02,2014.0,RICHMOND CEDRIC L,Democratic Party,Incumbent,931447.27,261185.25,669632.02,0.0,462209.53,484649.49,24446.5,784928.0,48.1,51.9,6.8,6.7,6.0,6.2,8.1,15.8,12.7,13.4,6.6,6.1,7.0,3.5,1.1,35.3,76.9,72.8,15.1,11.6,47.5,52.5,41.6,58.4,27.8,62.0,0.1,2.8,0.0,0.1,5.8,354244.0,1133989,1,0,3.0
104,CA46,2014.0,SANCHEZ LORETTA,Democratic Party,Incumbent,991755.91,513218.06,463522.14,4020.0,600122.36,612518.07,0.0,726686.0,50.7,49.3,7.9,7.4,7.3,7.4,8.7,16.7,14.4,12.6,4.6,3.9,5.2,2.9,1.1,31.4,73.1,68.1,11.4,9.1,50.0,50.0,42.8,57.2,18.8,1.5,0.1,12.1,0.3,0.1,66.2,192425.0,1284391,1,0,17.0
105,FL04,2014.0,CRENSHAW ANDER,Republican Party,Incumbent,728961.5,266881.0,444068.3,0.0,497275.85,601489.26,0.0,705007.0,49.5,50.5,6.0,5.9,5.7,5.8,6.7,15.6,13.3,14.1,7.2,6.0,8.2,3.8,1.8,38.3,79.0,75.2,17.0,13.8,48.7,51.3,43.6,56.4,72.0,12.4,0.2,4.6,0.1,0.1,8.2,314878.0,1642950,1,0,13.0
106,AL02,2014.0,ROBY MARTHA,Republican Party,Incumbent,890230.44,387968.64,497853.67,0.0,512543.72,564183.07,0.0,690074.0,48.6,51.4,6.0,6.7,7.0,6.5,7.1,13.1,12.5,13.6,6.6,5.9,8.7,4.8,1.6,37.9,76.5,72.1,18.4,15.1,47.7,52.3,43.0,57.0,62.6,31.1,0.3,1.0,0.0,0.1,3.2,310496.0,793565,1,0,3.0
107,IL15,2014.0,SHIMKUS JOHN M,Republican Party,Incumbent,1586384.54,226776.0,1355061.98,0.0,1305317.0,1141997.52,0.0,705563.0,49.9,50.1,5.8,5.9,6.5,6.7,6.5,11.4,12.0,14.3,7.3,6.2,9.4,5.5,2.6,41.1,77.7,73.5,21.2,17.5,49.4,50.6,43.9,56.1,91.6,3.7,0.1,0.5,0.0,0.1,2.7,312994.0,1816163,1,0,17.0
108,IN07,2014.0,CARSON ANDRE,Democratic Party,Incumbent,839706.95,412696.45,418637.78,0.0,509596.15,642586.86,1500.0,743136.0,48.1,51.9,8.0,7.0,7.0,6.7,7.7,16.2,12.8,12.8,6.6,4.6,6.0,2.9,1.8,33.2,74.2,70.0,13.3,10.7,47.1,52.9,41.1,58.9,54.7,29.4,0.2,2.0,0.0,0.3,10.8,333014.0,782921,1,0,6.0
109,NC05,2014.0,FOXX VIRGINIA ANN,Republican Party,Incumbent,973510.89,641010.74,320605.58,0.0,304048.13,2124737.18,0.0,745928.0,48.6,51.4,5.6,6.3,5.9,6.8,7.7,11.2,12.7,14.0,7.6,5.9,9.4,4.8,2.1,40.6,78.6,73.5,19.6,16.3,47.8,52.2,43.2,56.8,76.0,12.7,0.2,1.4,0.0,0.0,8.2,350580.0,693139,1,0,9.0
110,IL02,2014.0,KELLY ROBIN L.,Democratic Party,Incumbent,1191279.1,765615.82,425625.0,24.0,1147560.27,241469.46,5000.0,699363.0,47.0,53.0,6.1,6.6,7.1,7.4,6.8,11.8,12.2,13.7,6.9,6.2,8.7,4.3,2.0,38.2,75.5,71.3,18.7,15.0,45.7,54.3,41.9,58.1,30.4,55.0,0.1,0.7,0.0,0.1,12.3,304328.0,1414097,1,0,1.0
111,IL18,2014.0,SCHOCK AARON JON MR.,Republican Party,Incumbent,2166519.69,428922.32,1162645.75,0.0,891969.92,3373057.16,0.0,718789.0,49.2,50.8,5.5,6.3,6.4,6.3,7.3,11.8,12.4,13.5,7.4,6.6,8.8,5.2,2.5,40.4,78.0,74.0,20.2,16.5,48.7,51.3,43.7,56.3,89.2,3.7,0.1,2.6,0.0,0.1,2.9,308879.0,1530975,1,0,5.0
112,NV02,2014.0,AMODEI MARK EUGENE,Republican Party,Incumbent,436940.66,227022.0,207800.0,0.0,352328.37,273163.54,12383.07,690786.0,50.5,49.5,6.1,6.5,6.4,6.3,7.0,13.2,12.1,13.6,7.1,6.6,9.4,3.9,1.7,38.7,77.2,73.4,19.0,15.0,50.4,49.6,47.6,52.4,68.0,1.8,1.9,3.8,0.5,0.1,21.4,296324.0,698200,1,0,3.0
113,GA02,2014.0,BISHOP SANFORD D JR,Democratic Party,Incumbent,827720.42,230490.0,595131.69,0.0,527414.95,310161.79,0.0,696006.0,49.4,50.6,6.6,6.5,7.4,7.4,8.3,13.5,12.2,12.7,6.3,5.8,7.8,4.1,1.6,35.3,75.6,70.0,16.8,13.4,48.8,51.2,41.2,58.8,40.8,51.1,0.1,1.2,0.0,0.2,5.1,297396.0,1050925,1,0,21.0
114,CA37,2014.0,BASS KAREN,Democratic Party,Incumbent,784554.9,390177.1,386500.0,0.0,543287.45,293652.37,630.54,732610.0,48.3,51.7,6.4,5.8,5.6,6.3,8.5,18.0,14.5,13.2,5.6,4.7,6.3,3.4,1.6,34.6,79.0,74.2,14.1,11.4,47.6,52.4,41.5,58.5,26.3,22.1,0.1,9.3,0.2,0.6,38.8,283474.0,822020,1,0,3.0
115,MO04,2014.0,HARTZLER VICKY,Republican Party,Incumbent,715091.48,471869.47,239102.54,0.0,278633.38,564527.48,0.0,756407.0,50.2,49.8,6.1,6.6,6.1,7.6,9.1,12.8,11.2,12.9,6.4,6.1,8.5,4.8,1.8,36.6,77.4,71.6,18.4,15.1,49.8,50.2,45.7,54.3,87.3,4.1,0.3,1.6,0.2,0.1,3.5,341216.0,707937,1,0,3.0
116,WA06,2014.0,KILMER DEREK,Democratic Party,Incumbent,1503423.29,855171.04,619635.4,0.0,501284.28,1169073.16,0.0,682280.0,49.7,50.3,5.3,5.0,5.9,5.9,7.4,12.5,11.8,13.3,8.1,7.1,10.4,5.2,2.0,42.0,80.0,76.0,21.6,17.6,49.2,50.8,45.9,54.1,77.9,3.1,1.8,4.4,1.0,0.1,7.2,315952.0,1239105,1,0,1.0
117,PA04,2014.0,PERRY SCOTT,Republican Party,Incumbent,397753.73,185172.14,200155.83,1051.0,290429.17,109072.4,0.0,710120.0,49.2,50.8,5.7,6.1,6.5,6.4,6.4,11.4,13.2,15.1,7.8,5.8,8.8,5.1,1.8,40.9,77.9,73.9,18.8,15.7,48.7,51.3,44.4,55.6,82.0,7.4,0.1,2.2,0.0,0.0,6.5,296867.0,460839,1,0,1.0
118,TX11,2014.0,BROWN MARVEN WADE,Republican Party,Challenger,10690.85,7653.77,0.0,2287.08,10505.73,340.12,0.0,729613.0,50.5,49.5,7.0,7.0,7.1,6.5,7.8,14.0,11.0,12.3,6.2,5.9,8.5,5.0,1.7,35.6,75.1,70.7,18.7,15.2,49.8,50.2,45.3,54.7,58.2,3.4,0.3,0.9,0.1,0.1,35.6,320581.0,0,0,1,0.0
119,DE01,2014.0,CARNEY JOHN,Democratic Party,Incumbent,832520.15,241220.21,590873.01,0.0,462331.96,891545.31,0.0,925749.0,48.4,51.6,6.1,6.2,6.2,6.3,7.3,12.9,12.1,14.1,6.6,6.5,9.3,4.7,1.9,39.1,78.0,73.8,19.7,15.9,47.7,52.3,44.4,55.6,64.0,20.8,0.3,3.6,0.0,0.2,8.7,412015.0,1146816,1,0,3.0
120,CT01,2014.0,LARSON JOHN B,Democratic Party,Incumbent,1347060.98,527017.42,812270.1,0.0,976027.88,573883.48,3662.92,716580.0,48.3,51.7,5.4,6.2,6.2,6.2,6.1,13.4,12.2,14.8,7.2,6.1,8.7,4.7,2.8,40.6,78.4,74.7,19.8,16.1,47.7,52.3,41.5,58.5,63.8,14.2,0.1,4.4,0.0,0.2,15.4,302925.0,1659154,1,0,15.0
121,MN05,2014.0,ELLISON KEITH MAURICE,Democratic Party,Incumbent,1518655.05,1291588.3,216944.25,0.0,1378494.29,196730.52,0.0,697725.0,49.3,50.7,6.4,5.8,5.3,6.0,8.2,19.8,13.3,12.4,6.4,5.4,6.1,3.1,1.9,34.1,79.5,75.2,14.1,11.0,49.0,51.0,41.6,58.4,63.8,15.1,0.8,6.2,0.0,0.4,9.5,308945.0,1984754,1,0,7.0
122,TX18,2014.0,LEE SHEILA JACKSON,Democratic Party,Incumbent,239840.0,134840.0,104500.0,0.0,154671.01,245463.33,0.0,741385.0,49.9,50.1,8.5,7.7,6.4,6.9,8.0,17.6,13.7,12.2,5.9,4.5,5.3,2.2,1.1,32.0,73.4,68.7,11.1,8.5,49.7,50.3,42.1,57.9,17.2,37.0,0.0,3.7,0.1,0.2,40.4,293064.0,384140,1,0,19.0
123,TX25,2014.0,WILLIAMS ROGER,Republican Party,Incumbent,1496672.93,1020824.74,391901.62,23000.0,887567.97,676713.86,339195.05,731689.0,49.9,50.1,6.5,7.3,7.2,7.2,7.0,13.1,14.0,13.4,6.0,5.4,8.0,4.0,1.0,36.1,74.9,70.2,15.9,13.0,48.9,51.1,45.5,54.5,70.3,6.3,0.3,2.5,0.2,0.1,18.2,297519.0,1234454,1,0,1.0
